covid_vacc_date,no,yes,no_total,yes_total
2020-12-01,0.0,0.0,1344826,16219
2020-12-02,14.0,0.0,1344826,16219
2020-12-03,21.0,0.0,1344826,16219
2020-12-04,28.0,0.0,1344826,16219
2020-12-05,28.0,0.0,1344826,16219
2020-12-06,35.0,0.0,1344826,16219
2020-12-07,42.0,0.0,1344826,16219
2020-12-08,245.0,0.0,1344826,16219
2020-12-09,686.0,0.0,1344826,16219
2020-12-10,1057.0,0.0,1344826,16219
2020-12-11,1414.0,0.0,1344826,16219
2020-12-12,1736.0,0.0,1344826,16219
2020-12-13,1988.0,0.0,1344826,16219
2020-12-14,2345.0,0.0,1344826,16219
2020-12-15,2912.0,7.0,1344826,16219
2020-12-16,3675.0,14.0,1344826,16219
2020-12-17,4655.0,14.0,1344826,16219
2020-12-18,5544.0,21.0,1344826,16219
2020-12-19,6370.0,21.0,1344826,16219
2020-12-20,7399.0,21.0,1344826,16219
2020-12-21,8694.0,35.0,1344826,16219
2020-12-22,9807.0,42.0,1344826,16219
2020-12-23,11291.0,49.0,1344826,16219
2020-12-24,12012.0,49.0,1344826,16219
2020-12-25,12012.0,49.0,1344826,16219
2020-12-26,12033.0,49.0,1344826,16219
2020-12-27,12250.0,49.0,1344826,16219
2020-12-28,12600.0,56.0,1344826,16219
2020-12-29,13482.0,56.0,1344826,16219
2020-12-30,15652.0,77.0,1344826,16219
2020-12-31,17710.0,98.0,1344826,16219
2021-01-01,18256.0,98.0,1344826,16219
2021-01-02,18816.0,105.0,1344826,16219
2021-01-03,19299.0,105.0,1344826,16219
2021-01-04,20237.0,112.0,1344826,16219
2021-01-05,22036.0,126.0,1344826,16219
2021-01-06,24619.0,133.0,1344826,16219
2021-01-07,28574.0,154.0,1344826,16219
2021-01-08,32648.0,175.0,1344826,16219
2021-01-09,36197.0,203.0,1344826,16219
2021-01-10,38143.0,217.0,1344826,16219
2021-01-11,41118.0,231.0,1344826,16219
2021-01-12,44828.0,259.0,1344826,16219
2021-01-13,49049.0,294.0,1344826,16219
2021-01-14,53774.0,336.0,1344826,16219
2021-01-15,59052.0,392.0,1344826,16219
2021-01-16,63735.0,434.0,1344826,16219
2021-01-17,66794.0,455.0,1344826,16219
2021-01-18,70329.0,483.0,1344826,16219
2021-01-19,74522.0,511.0,1344826,16219
2021-01-20,79184.0,539.0,1344826,16219
2021-01-21,84042.0,588.0,1344826,16219
2021-01-22,89691.0,658.0,1344826,16219
2021-01-23,94416.0,700.0,1344826,16219
2021-01-24,97377.0,721.0,1344826,16219
2021-01-25,100485.0,756.0,1344826,16219
2021-01-26,104111.0,791.0,1344826,16219
2021-01-27,107569.0,819.0,1344826,16219
2021-01-28,111272.0,854.0,1344826,16219
2021-01-29,115661.0,896.0,1344826,16219
2021-01-30,119070.0,931.0,1344826,16219
2021-01-31,121646.0,945.0,1344826,16219
2021-02-01,124068.0,966.0,1344826,16219
2021-02-02,126868.0,1001.0,1344826,16219
2021-02-03,130158.0,1036.0,1344826,16219
2021-02-04,133756.0,1085.0,1344826,16219
2021-02-05,137480.0,1127.0,1344826,16219
2021-02-06,141078.0,1169.0,1344826,16219
2021-02-07,143444.0,1190.0,1344826,16219
2021-02-08,145481.0,1218.0,1344826,16219
2021-02-09,148463.0,1281.0,1344826,16219
2021-02-10,152740.0,1344.0,1344826,16219
2021-02-11,159418.0,1456.0,1344826,16219
2021-02-12,168483.0,1638.0,1344826,16219
2021-02-13,178339.0,1806.0,1344826,16219
2021-02-14,183386.0,1890.0,1344826,16219
2021-02-15,188888.0,1953.0,1344826,16219
2021-02-16,205184.0,2282.0,1344826,16219
2021-02-17,233905.0,2877.0,1344826,16219
2021-02-18,260113.0,3514.0,1344826,16219
2021-02-19,280091.0,3927.0,1344826,16219
2021-02-20,301042.0,4326.0,1344826,16219
2021-02-21,308350.0,4452.0,1344826,16219
2021-02-22,316435.0,4599.0,1344826,16219
2021-02-23,336483.0,5075.0,1344826,16219
2021-02-24,367010.0,5635.0,1344826,16219
2021-02-25,401821.0,6286.0,1344826,16219
2021-02-26,438536.0,6965.0,1344826,16219
2021-02-27,467355.0,7455.0,1344826,16219
2021-02-28,481600.0,7602.0,1344826,16219
2021-03-01,495271.0,7721.0,1344826,16219
2021-03-02,513982.0,7917.0,1344826,16219
2021-03-03,541226.0,8162.0,1344826,16219
2021-03-04,580041.0,8561.0,1344826,16219
2021-03-05,620459.0,9002.0,1344826,16219
2021-03-06,664300.0,9450.0,1344826,16219
2021-03-07,684145.0,9590.0,1344826,16219
2021-03-08,709233.0,9779.0,1344826,16219
2021-03-09,733243.0,9989.0,1344826,16219
2021-03-10,758835.0,10171.0,1344826,16219
2021-03-11,785659.0,10353.0,1344826,16219
2021-03-12,822409.0,10647.0,1344826,16219
2021-03-13,872466.0,10983.0,1344826,16219
2021-03-14,899668.0,11116.0,1344826,16219
2021-03-15,935592.0,11326.0,1344826,16219
2021-03-16,970025.0,11536.0,1344826,16219
2021-03-17,998641.0,11683.0,1344826,16219
2021-03-18,1026004.0,11872.0,1344826,16219
2021-03-19,1055572.0,12061.0,1344826,16219
2021-03-20,1088213.0,12250.0,1344826,16219
2021-03-21,1102318.0,12320.0,1344826,16219
2021-03-22,1113952.0,12390.0,1344826,16219
2021-03-23,1124046.0,12474.0,1344826,16219
2021-03-24,1133594.0,12572.0,1344826,16219
2021-03-25,1142372.0,12649.0,1344826,16219
2021-03-26,1151731.0,12754.0,1344826,16219
2021-03-27,1162168.0,12859.0,1344826,16219
2021-03-28,1167565.0,12915.0,1344826,16219
2021-03-29,1172150.0,12978.0,1344826,16219
2021-03-30,1176308.0,13020.0,1344826,16219
2021-03-31,1180095.0,13069.0,1344826,16219
2021-04-01,1182496.0,13111.0,1344826,16219
2021-04-02,1184043.0,13132.0,1344826,16219
2021-04-03,1185681.0,13146.0,1344826,16219
2021-04-04,1186507.0,13153.0,1344826,16219
2021-04-05,1186934.0,13153.0,1344826,16219
2021-04-06,1187781.0,13167.0,1344826,16219
2021-04-07,1188901.0,13188.0,1344826,16219
2021-04-08,1190035.0,13209.0,1344826,16219
2021-04-09,1191337.0,13230.0,1344826,16219
2021-04-10,1192499.0,13251.0,1344826,16219
2021-04-11,1192975.0,13258.0,1344826,16219
2021-04-12,1193423.0,13272.0,1344826,16219
2021-04-13,1193941.0,13286.0,1344826,16219
2021-04-14,1194396.0,13300.0,1344826,16219
2021-04-15,1194851.0,13307.0,1344826,16219
2021-04-16,1195327.0,13328.0,1344826,16219
2021-04-17,1195838.0,13342.0,1344826,16219
2021-04-18,1196069.0,13342.0,1344826,16219
2021-04-19,1196363.0,13349.0,1344826,16219
2021-04-20,1196671.0,13349.0,1344826,16219
2021-04-21,1197028.0,13356.0,1344826,16219
2021-04-22,1197392.0,13363.0,1344826,16219
2021-04-23,1197777.0,13377.0,1344826,16219
2021-04-24,1198197.0,13384.0,1344826,16219
2021-04-25,1198435.0,13384.0,1344826,16219
2021-04-26,1198708.0,13391.0,1344826,16219
2021-04-27,1199023.0,13412.0,1344826,16219
2021-04-28,1199331.0,13419.0,1344826,16219
2021-04-29,1199674.0,13426.0,1344826,16219
2021-04-30,1200003.0,13433.0,1344826,16219
2021-05-01,1200276.0,13440.0,1344826,16219
2021-05-02,1200423.0,13440.0,1344826,16219
2021-05-03,1200514.0,13447.0,1344826,16219
2021-05-04,1200731.0,13447.0,1344826,16219
2021-05-05,1201011.0,13454.0,1344826,16219
2021-05-06,1201375.0,13461.0,1344826,16219
2021-05-07,1201718.0,13468.0,1344826,16219
2021-05-08,1202075.0,13468.0,1344826,16219
2021-05-09,1202236.0,13475.0,1344826,16219
2021-05-10,1202467.0,13475.0,1344826,16219
2021-05-11,1202789.0,13489.0,1344826,16219
2021-05-12,1203223.0,13496.0,1344826,16219
2021-05-13,1203727.0,13503.0,1344826,16219
2021-05-14,1204196.0,13517.0,1344826,16219
2021-05-15,1204700.0,13524.0,1344826,16219
2021-05-16,1204952.0,13531.0,1344826,16219
2021-05-17,1205232.0,13531.0,1344826,16219
2021-05-18,1205582.0,13538.0,1344826,16219
2021-05-19,1206086.0,13552.0,1344826,16219
2021-05-20,1206604.0,13566.0,1344826,16219
2021-05-21,1207073.0,13580.0,1344826,16219
2021-05-22,1207521.0,13587.0,1344826,16219
2021-05-23,1207766.0,13587.0,1344826,16219
2021-05-24,1208053.0,13594.0,1344826,16219
2021-05-25,1208410.0,13601.0,1344826,16219
2021-05-26,1208837.0,13615.0,1344826,16219
2021-05-27,1209292.0,13629.0,1344826,16219
2021-05-28,1209677.0,13629.0,1344826,16219
2021-05-29,1210048.0,13636.0,1344826,16219
2021-05-30,1210272.0,13643.0,1344826,16219
2021-05-31,1210433.0,13643.0,1344826,16219
2021-06-01,1210671.0,13643.0,1344826,16219
2021-06-02,1210937.0,13643.0,1344826,16219
2021-06-03,1211245.0,13650.0,1344826,16219
2021-06-04,1211532.0,13657.0,1344826,16219
2021-06-05,1211833.0,13664.0,1344826,16219
2021-06-06,1212022.0,13664.0,1344826,16219
2021-06-07,1212190.0,13664.0,1344826,16219
2021-06-08,1212372.0,13671.0,1344826,16219
2021-06-09,1212645.0,13678.0,1344826,16219
2021-06-10,1212876.0,13685.0,1344826,16219
2021-06-11,1213079.0,13685.0,1344826,16219
2021-06-12,1213359.0,13699.0,1344826,16219
2021-06-13,1213492.0,13699.0,1344826,16219
2021-06-14,1213632.0,13706.0,1344826,16219
