covid_vacc_date,no,yes,no_total,yes_total
2020-12-01,0.0,0.0,1122548,2660
2020-12-02,7.0,0.0,1122548,2660
2020-12-03,14.0,0.0,1122548,2660
2020-12-04,21.0,0.0,1122548,2660
2020-12-05,21.0,0.0,1122548,2660
2020-12-07,28.0,0.0,1122548,2660
2020-12-08,112.0,0.0,1122548,2660
2020-12-09,280.0,0.0,1122548,2660
2020-12-10,476.0,0.0,1122548,2660
2020-12-11,672.0,0.0,1122548,2660
2020-12-12,805.0,0.0,1122548,2660
2020-12-13,931.0,0.0,1122548,2660
2020-12-14,1092.0,0.0,1122548,2660
2020-12-15,1379.0,0.0,1122548,2660
2020-12-16,1715.0,0.0,1122548,2660
2020-12-17,2163.0,0.0,1122548,2660
2020-12-18,2646.0,0.0,1122548,2660
2020-12-19,3045.0,0.0,1122548,2660
2020-12-20,3521.0,0.0,1122548,2660
2020-12-21,4109.0,0.0,1122548,2660
2020-12-22,4669.0,0.0,1122548,2660
2020-12-23,5362.0,0.0,1122548,2660
2020-12-24,5705.0,0.0,1122548,2660
2020-12-25,5705.0,0.0,1122548,2660
2020-12-26,5719.0,0.0,1122548,2660
2020-12-27,5810.0,0.0,1122548,2660
2020-12-28,5964.0,0.0,1122548,2660
2020-12-29,6433.0,0.0,1122548,2660
2020-12-30,7525.0,0.0,1122548,2660
2020-12-31,8582.0,0.0,1122548,2660
2021-01-01,8841.0,0.0,1122548,2660
2021-01-02,9100.0,0.0,1122548,2660
2021-01-03,9310.0,0.0,1122548,2660
2021-01-04,9702.0,0.0,1122548,2660
2021-01-05,10500.0,0.0,1122548,2660
2021-01-06,11697.0,0.0,1122548,2660
2021-01-07,13552.0,0.0,1122548,2660
2021-01-08,15589.0,0.0,1122548,2660
2021-01-09,17444.0,0.0,1122548,2660
2021-01-10,18396.0,0.0,1122548,2660
2021-01-11,19614.0,0.0,1122548,2660
2021-01-12,21238.0,7.0,1122548,2660
2021-01-13,23219.0,7.0,1122548,2660
2021-01-14,25529.0,14.0,1122548,2660
2021-01-15,28308.0,21.0,1122548,2660
2021-01-16,30576.0,21.0,1122548,2660
2021-01-17,32088.0,21.0,1122548,2660
2021-01-18,33796.0,28.0,1122548,2660
2021-01-19,36092.0,35.0,1122548,2660
2021-01-20,38766.0,42.0,1122548,2660
2021-01-21,41923.0,56.0,1122548,2660
2021-01-22,46032.0,70.0,1122548,2660
2021-01-23,49539.0,77.0,1122548,2660
2021-01-24,51751.0,77.0,1122548,2660
2021-01-25,53725.0,84.0,1122548,2660
2021-01-26,56098.0,98.0,1122548,2660
2021-01-27,58835.0,112.0,1122548,2660
2021-01-28,62195.0,119.0,1122548,2660
2021-01-29,66374.0,133.0,1122548,2660
2021-01-30,69713.0,147.0,1122548,2660
2021-01-31,72891.0,147.0,1122548,2660
2021-02-01,77273.0,154.0,1122548,2660
2021-02-02,82075.0,168.0,1122548,2660
2021-02-03,88466.0,189.0,1122548,2660
2021-02-04,96362.0,217.0,1122548,2660
2021-02-05,104433.0,245.0,1122548,2660
2021-02-06,115878.0,266.0,1122548,2660
2021-02-07,123088.0,287.0,1122548,2660
2021-02-08,131502.0,315.0,1122548,2660
2021-02-09,151151.0,343.0,1122548,2660
2021-02-10,183701.0,406.0,1122548,2660
2021-02-11,230804.0,476.0,1122548,2660
2021-02-12,284830.0,588.0,1122548,2660
2021-02-13,346017.0,707.0,1122548,2660
2021-02-14,374654.0,735.0,1122548,2660
2021-02-15,406588.0,770.0,1122548,2660
2021-02-16,454174.0,854.0,1122548,2660
2021-02-17,511903.0,973.0,1122548,2660
2021-02-18,557620.0,1064.0,1122548,2660
2021-02-19,593033.0,1141.0,1122548,2660
2021-02-20,625030.0,1218.0,1122548,2660
2021-02-21,637287.0,1232.0,1122548,2660
2021-02-22,653555.0,1260.0,1122548,2660
2021-02-23,675087.0,1316.0,1122548,2660
2021-02-24,705915.0,1393.0,1122548,2660
2021-02-25,736848.0,1498.0,1122548,2660
2021-02-26,771407.0,1596.0,1122548,2660
2021-02-27,797342.0,1659.0,1122548,2660
2021-02-28,812721.0,1673.0,1122548,2660
2021-03-01,825440.0,1694.0,1122548,2660
2021-03-02,838880.0,1736.0,1122548,2660
2021-03-03,853958.0,1792.0,1122548,2660
2021-03-04,874006.0,1848.0,1122548,2660
2021-03-05,893032.0,1911.0,1122548,2660
2021-03-06,910609.0,1960.0,1122548,2660
2021-03-07,917336.0,1974.0,1122548,2660
2021-03-08,925694.0,1995.0,1122548,2660
2021-03-09,932897.0,2023.0,1122548,2660
2021-03-10,939757.0,2044.0,1122548,2660
2021-03-11,945623.0,2065.0,1122548,2660
2021-03-12,954289.0,2100.0,1122548,2660
2021-03-13,964614.0,2135.0,1122548,2660
2021-03-14,969927.0,2149.0,1122548,2660
2021-03-15,976402.0,2170.0,1122548,2660
2021-03-16,981904.0,2191.0,1122548,2660
2021-03-17,986202.0,2212.0,1122548,2660
2021-03-18,990654.0,2233.0,1122548,2660
2021-03-19,994931.0,2254.0,1122548,2660
2021-03-20,1000265.0,2275.0,1122548,2660
2021-03-21,1002064.0,2275.0,1122548,2660
2021-03-22,1003877.0,2289.0,1122548,2660
2021-03-23,1005676.0,2296.0,1122548,2660
2021-03-24,1007531.0,2303.0,1122548,2660
2021-03-25,1009337.0,2310.0,1122548,2660
2021-03-26,1011101.0,2324.0,1122548,2660
2021-03-27,1013313.0,2331.0,1122548,2660
2021-03-28,1014356.0,2331.0,1122548,2660
2021-03-29,1015462.0,2338.0,1122548,2660
2021-03-30,1016652.0,2345.0,1122548,2660
2021-03-31,1017709.0,2352.0,1122548,2660
2021-04-01,1018395.0,2359.0,1122548,2660
2021-04-02,1018759.0,2366.0,1122548,2660
2021-04-03,1019151.0,2366.0,1122548,2660
2021-04-04,1019319.0,2366.0,1122548,2660
2021-04-05,1019431.0,2373.0,1122548,2660
2021-04-06,1019753.0,2373.0,1122548,2660
2021-04-07,1020222.0,2373.0,1122548,2660
2021-04-08,1020691.0,2380.0,1122548,2660
2021-04-09,1021237.0,2380.0,1122548,2660
2021-04-10,1021699.0,2380.0,1122548,2660
2021-04-11,1021874.0,2380.0,1122548,2660
2021-04-12,1022147.0,2380.0,1122548,2660
2021-04-13,1022399.0,2387.0,1122548,2660
2021-04-14,1022651.0,2387.0,1122548,2660
2021-04-15,1022924.0,2387.0,1122548,2660
2021-04-16,1023197.0,2394.0,1122548,2660
2021-04-17,1023477.0,2394.0,1122548,2660
2021-04-18,1023603.0,2394.0,1122548,2660
2021-04-19,1023764.0,2394.0,1122548,2660
2021-04-20,1023960.0,2394.0,1122548,2660
2021-04-21,1024191.0,2401.0,1122548,2660
2021-04-22,1024429.0,2401.0,1122548,2660
2021-04-23,1024667.0,2401.0,1122548,2660
2021-04-24,1024912.0,2401.0,1122548,2660
2021-04-25,1025031.0,2401.0,1122548,2660
2021-04-26,1025178.0,2401.0,1122548,2660
2021-04-27,1025395.0,2401.0,1122548,2660
2021-04-28,1025640.0,2408.0,1122548,2660
2021-04-29,1025920.0,2408.0,1122548,2660
2021-04-30,1026151.0,2408.0,1122548,2660
2021-05-01,1026361.0,2408.0,1122548,2660
2021-05-02,1026473.0,2408.0,1122548,2660
2021-05-03,1026564.0,2408.0,1122548,2660
2021-05-04,1026732.0,2408.0,1122548,2660
2021-05-05,1026956.0,2408.0,1122548,2660
2021-05-06,1027285.0,2408.0,1122548,2660
2021-05-07,1027537.0,2415.0,1122548,2660
2021-05-08,1027768.0,2415.0,1122548,2660
2021-05-09,1027887.0,2415.0,1122548,2660
2021-05-10,1028069.0,2415.0,1122548,2660
2021-05-11,1028314.0,2415.0,1122548,2660
2021-05-12,1028622.0,2422.0,1122548,2660
2021-05-13,1028902.0,2422.0,1122548,2660
2021-05-14,1029175.0,2422.0,1122548,2660
2021-05-15,1029441.0,2422.0,1122548,2660
2021-05-16,1029588.0,2422.0,1122548,2660
2021-05-17,1029749.0,2422.0,1122548,2660
2021-05-18,1029973.0,2422.0,1122548,2660
2021-05-19,1030295.0,2429.0,1122548,2660
2021-05-20,1030603.0,2429.0,1122548,2660
2021-05-21,1030834.0,2429.0,1122548,2660
2021-05-22,1031072.0,2429.0,1122548,2660
2021-05-23,1031198.0,2429.0,1122548,2660
2021-05-24,1031359.0,2429.0,1122548,2660
2021-05-25,1031583.0,2429.0,1122548,2660
2021-05-26,1031786.0,2429.0,1122548,2660
2021-05-27,1032010.0,2429.0,1122548,2660
2021-05-28,1032213.0,2429.0,1122548,2660
2021-05-29,1032381.0,2429.0,1122548,2660
2021-05-30,1032486.0,2429.0,1122548,2660
2021-05-31,1032570.0,2429.0,1122548,2660
2021-06-01,1032682.0,2429.0,1122548,2660
2021-06-02,1032808.0,2429.0,1122548,2660
2021-06-03,1032941.0,2429.0,1122548,2660
2021-06-04,1033102.0,2429.0,1122548,2660
2021-06-05,1033242.0,2429.0,1122548,2660
2021-06-06,1033319.0,2429.0,1122548,2660
2021-06-07,1033431.0,2429.0,1122548,2660
2021-06-08,1033550.0,2429.0,1122548,2660
2021-06-09,1033697.0,2436.0,1122548,2660
2021-06-10,1033830.0,2436.0,1122548,2660
2021-06-11,1033977.0,2436.0,1122548,2660
2021-06-12,1034089.0,2436.0,1122548,2660
2021-06-13,1034145.0,2436.0,1122548,2660
2021-06-14,1034215.0,2436.0,1122548,2660
2021-06-15,1034313.0,2436.0,1122548,2660
2021-06-16,1034425.0,2436.0,1122548,2660
2021-06-17,1034551.0,2436.0,1122548,2660
2021-06-18,1034670.0,2436.0,1122548,2660
2021-06-19,1034817.0,2436.0,1122548,2660
2021-06-20,1034866.0,2436.0,1122548,2660
2021-06-21,1034929.0,2436.0,1122548,2660
2021-06-22,1035020.0,2436.0,1122548,2660
2021-06-23,1035111.0,2436.0,1122548,2660
2021-06-24,1035223.0,2436.0,1122548,2660
2021-06-25,1035349.0,2436.0,1122548,2660
2021-06-26,1035517.0,2436.0,1122548,2660
2021-06-27,1035608.0,2436.0,1122548,2660
2021-06-28,1035678.0,2436.0,1122548,2660
2021-06-29,1035769.0,2436.0,1122548,2660
2021-06-30,1035853.0,2436.0,1122548,2660
