covid_vacc_date,1 Most deprived,2,3,4,5 Least deprived,Unknown,1 Most deprived_total,2_total,3_total,4_total,5 Least deprived_total,Unknown_total
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,272216,291844,326641,324562,311647,31248
2020-12-08,35.0,42.0,49.0,63.0,63.0,0.0,272216,291844,326641,324562,311647,31248
2020-12-09,105.0,105.0,126.0,154.0,175.0,14.0,272216,291844,326641,324562,311647,31248
2020-12-10,147.0,168.0,196.0,238.0,266.0,21.0,272216,291844,326641,324562,311647,31248
2020-12-11,203.0,231.0,280.0,336.0,378.0,28.0,272216,291844,326641,324562,311647,31248
2020-12-12,245.0,301.0,378.0,448.0,469.0,42.0,272216,291844,326641,324562,311647,31248
2020-12-13,294.0,343.0,448.0,532.0,546.0,42.0,272216,291844,326641,324562,311647,31248
2020-12-14,357.0,413.0,539.0,616.0,630.0,42.0,272216,291844,326641,324562,311647,31248
2020-12-15,441.0,532.0,693.0,735.0,791.0,56.0,272216,291844,326641,324562,311647,31248
2020-12-16,574.0,672.0,882.0,931.0,1008.0,77.0,272216,291844,326641,324562,311647,31248
2020-12-17,721.0,861.0,1106.0,1155.0,1267.0,98.0,272216,291844,326641,324562,311647,31248
2020-12-18,847.0,1029.0,1330.0,1407.0,1519.0,126.0,272216,291844,326641,324562,311647,31248
2020-12-19,952.0,1155.0,1505.0,1589.0,1722.0,154.0,272216,291844,326641,324562,311647,31248
2020-12-20,1106.0,1351.0,1715.0,1834.0,2009.0,182.0,272216,291844,326641,324562,311647,31248
2020-12-21,1344.0,1638.0,2002.0,2149.0,2380.0,224.0,272216,291844,326641,324562,311647,31248
2020-12-22,1526.0,1855.0,2289.0,2450.0,2737.0,252.0,272216,291844,326641,324562,311647,31248
2020-12-23,1778.0,2121.0,2625.0,2821.0,3115.0,294.0,272216,291844,326641,324562,311647,31248
2020-12-24,1876.0,2247.0,2786.0,3003.0,3353.0,308.0,272216,291844,326641,324562,311647,31248
2020-12-25,1876.0,2247.0,2786.0,3003.0,3353.0,308.0,272216,291844,326641,324562,311647,31248
2020-12-26,1883.0,2247.0,2793.0,3010.0,3360.0,308.0,272216,291844,326641,324562,311647,31248
2020-12-27,1904.0,2296.0,2835.0,3052.0,3430.0,315.0,272216,291844,326641,324562,311647,31248
2020-12-28,1967.0,2366.0,2919.0,3136.0,3535.0,329.0,272216,291844,326641,324562,311647,31248
2020-12-29,2142.0,2583.0,3143.0,3367.0,3787.0,350.0,272216,291844,326641,324562,311647,31248
2020-12-30,2555.0,3052.0,3647.0,3955.0,4368.0,392.0,272216,291844,326641,324562,311647,31248
2020-12-31,2940.0,3528.0,4158.0,4515.0,4928.0,448.0,272216,291844,326641,324562,311647,31248
2021-01-01,3038.0,3647.0,4319.0,4683.0,5075.0,462.0,272216,291844,326641,324562,311647,31248
