covid_vacc_date, African, Bangladeshi or British Bangladeshi, Caribbean, Chinese, Other, Other Asian,British or Mixed British,Indian or British Indian,Irish,Other Black,Other White,Other mixed,Pakistani or British Pakistani,Unknown,White + Asian,White + Black African,White + Black Caribbean, African_total, Bangladeshi or British Bangladeshi_total, Caribbean_total, Chinese_total, Other_total, Other Asian_total,British or Mixed British_total,Indian or British Indian_total,Irish_total,Other Black_total,Other White_total,Other mixed_total,Pakistani or British Pakistani_total,Unknown_total,White + Asian_total,White + Black African_total,White + Black Caribbean_total
2022-02-15,56.0,28.0,0.0,14.0,77.0,49.0,4249.0,98.0,7.0,14.0,287.0,77.0,98.0,196.0,42.0,21.0,21.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-02-16,56.0,28.0,0.0,21.0,84.0,56.0,4697.0,112.0,7.0,21.0,315.0,84.0,105.0,210.0,42.0,21.0,28.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-02-17,70.0,28.0,0.0,21.0,84.0,63.0,5180.0,126.0,7.0,21.0,329.0,91.0,112.0,224.0,42.0,21.0,28.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-02-18,77.0,35.0,0.0,28.0,84.0,70.0,5495.0,147.0,7.0,21.0,350.0,98.0,112.0,245.0,49.0,28.0,28.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-02-19,77.0,42.0,7.0,35.0,91.0,77.0,6167.0,175.0,14.0,28.0,378.0,105.0,126.0,266.0,63.0,28.0,35.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-02-20,84.0,42.0,7.0,35.0,98.0,77.0,6454.0,182.0,14.0,28.0,392.0,112.0,133.0,280.0,63.0,35.0,42.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-02-21,84.0,42.0,7.0,42.0,98.0,84.0,6678.0,182.0,14.0,28.0,399.0,112.0,133.0,294.0,70.0,35.0,42.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-02-22,84.0,42.0,7.0,42.0,105.0,84.0,6944.0,182.0,14.0,28.0,406.0,112.0,133.0,308.0,70.0,35.0,42.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-02-23,91.0,56.0,7.0,49.0,119.0,84.0,7420.0,203.0,14.0,35.0,427.0,126.0,147.0,336.0,70.0,42.0,42.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-02-24,98.0,63.0,7.0,49.0,126.0,91.0,7903.0,203.0,14.0,35.0,448.0,133.0,154.0,357.0,77.0,42.0,49.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-02-25,105.0,63.0,7.0,49.0,126.0,98.0,8253.0,224.0,14.0,35.0,462.0,140.0,161.0,378.0,77.0,42.0,49.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-02-26,112.0,70.0,7.0,56.0,140.0,112.0,8785.0,231.0,14.0,35.0,483.0,140.0,168.0,399.0,84.0,49.0,56.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-02-27,112.0,70.0,7.0,56.0,140.0,112.0,9030.0,238.0,14.0,35.0,504.0,147.0,168.0,420.0,91.0,49.0,56.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-02-28,119.0,70.0,7.0,56.0,147.0,119.0,9198.0,238.0,14.0,35.0,511.0,147.0,175.0,434.0,98.0,49.0,56.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-03-01,119.0,70.0,7.0,56.0,147.0,119.0,9331.0,238.0,14.0,35.0,511.0,147.0,175.0,441.0,98.0,49.0,56.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-03-02,119.0,70.0,7.0,63.0,154.0,119.0,9457.0,245.0,14.0,35.0,518.0,154.0,182.0,441.0,98.0,49.0,56.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-03-03,119.0,77.0,7.0,63.0,154.0,119.0,9569.0,245.0,14.0,42.0,518.0,154.0,182.0,448.0,98.0,49.0,56.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-03-04,126.0,77.0,7.0,63.0,161.0,126.0,9779.0,252.0,14.0,42.0,532.0,161.0,203.0,462.0,105.0,49.0,56.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-03-05,126.0,77.0,14.0,70.0,161.0,126.0,10115.0,266.0,14.0,42.0,553.0,161.0,210.0,476.0,105.0,56.0,56.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-03-06,126.0,77.0,14.0,70.0,168.0,126.0,10325.0,273.0,14.0,42.0,560.0,161.0,210.0,476.0,105.0,56.0,56.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-03-07,133.0,77.0,14.0,77.0,168.0,126.0,10395.0,280.0,14.0,42.0,567.0,168.0,217.0,483.0,105.0,56.0,63.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-03-08,133.0,84.0,14.0,77.0,168.0,126.0,10465.0,287.0,14.0,42.0,567.0,168.0,224.0,490.0,105.0,56.0,63.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-03-09,133.0,84.0,14.0,77.0,168.0,133.0,10535.0,294.0,14.0,49.0,574.0,168.0,238.0,497.0,112.0,56.0,63.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-03-10,140.0,84.0,14.0,84.0,168.0,133.0,10640.0,294.0,14.0,49.0,581.0,168.0,245.0,504.0,112.0,63.0,63.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-03-11,140.0,84.0,14.0,84.0,175.0,133.0,10738.0,301.0,14.0,49.0,581.0,168.0,245.0,511.0,112.0,63.0,63.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-03-12,140.0,84.0,14.0,84.0,175.0,133.0,11004.0,315.0,21.0,49.0,595.0,175.0,245.0,525.0,119.0,70.0,63.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-03-13,140.0,84.0,14.0,91.0,175.0,133.0,11151.0,315.0,21.0,49.0,595.0,175.0,252.0,532.0,119.0,70.0,63.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-03-14,140.0,84.0,14.0,91.0,175.0,133.0,11186.0,315.0,21.0,49.0,602.0,175.0,252.0,539.0,119.0,70.0,63.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-03-15,147.0,84.0,14.0,91.0,182.0,133.0,11284.0,329.0,21.0,49.0,602.0,175.0,259.0,539.0,119.0,70.0,63.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-03-16,147.0,84.0,14.0,98.0,182.0,140.0,11368.0,329.0,21.0,49.0,609.0,175.0,259.0,539.0,119.0,70.0,63.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-03-17,147.0,91.0,14.0,98.0,182.0,140.0,11424.0,336.0,21.0,49.0,609.0,175.0,259.0,546.0,119.0,70.0,63.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-03-18,147.0,91.0,14.0,98.0,189.0,140.0,11515.0,336.0,21.0,49.0,616.0,175.0,259.0,553.0,126.0,70.0,63.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-03-19,154.0,91.0,14.0,98.0,189.0,147.0,11725.0,343.0,21.0,49.0,623.0,175.0,266.0,553.0,126.0,70.0,63.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-03-20,154.0,98.0,14.0,98.0,189.0,147.0,11802.0,350.0,21.0,49.0,630.0,175.0,266.0,553.0,126.0,70.0,63.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-03-21,161.0,98.0,14.0,98.0,189.0,154.0,11823.0,357.0,21.0,49.0,630.0,175.0,273.0,560.0,133.0,70.0,63.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-03-22,161.0,98.0,14.0,98.0,196.0,154.0,11879.0,357.0,21.0,49.0,637.0,175.0,273.0,560.0,133.0,70.0,63.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-03-23,161.0,98.0,14.0,98.0,196.0,154.0,11935.0,357.0,21.0,49.0,637.0,182.0,273.0,567.0,133.0,70.0,63.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-03-24,161.0,98.0,14.0,98.0,196.0,154.0,11970.0,357.0,21.0,49.0,644.0,182.0,273.0,567.0,133.0,70.0,63.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-03-25,161.0,105.0,14.0,98.0,196.0,154.0,12019.0,364.0,21.0,49.0,644.0,182.0,273.0,574.0,133.0,70.0,70.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-03-26,161.0,105.0,14.0,98.0,196.0,154.0,12173.0,371.0,21.0,49.0,651.0,182.0,273.0,581.0,133.0,70.0,70.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-03-27,161.0,105.0,14.0,98.0,196.0,161.0,12264.0,371.0,21.0,49.0,658.0,182.0,273.0,588.0,133.0,77.0,70.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-03-28,168.0,105.0,14.0,98.0,196.0,161.0,12299.0,378.0,21.0,56.0,658.0,189.0,273.0,595.0,133.0,77.0,70.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-03-29,168.0,105.0,14.0,98.0,196.0,161.0,12320.0,378.0,21.0,56.0,658.0,189.0,273.0,595.0,133.0,77.0,70.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-03-30,168.0,105.0,14.0,98.0,196.0,161.0,12425.0,385.0,21.0,56.0,665.0,189.0,273.0,602.0,133.0,77.0,70.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-03-31,168.0,105.0,14.0,98.0,203.0,161.0,12467.0,385.0,21.0,56.0,665.0,189.0,280.0,602.0,140.0,77.0,70.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-04-01,168.0,105.0,14.0,105.0,203.0,161.0,12509.0,385.0,21.0,56.0,665.0,189.0,280.0,609.0,140.0,77.0,70.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-04-02,168.0,112.0,14.0,105.0,210.0,175.0,12768.0,413.0,21.0,56.0,679.0,196.0,280.0,665.0,140.0,77.0,70.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-04-03,175.0,112.0,14.0,112.0,217.0,182.0,12950.0,427.0,21.0,56.0,707.0,210.0,287.0,693.0,147.0,84.0,77.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-04-04,182.0,112.0,14.0,126.0,238.0,196.0,14056.0,490.0,28.0,56.0,798.0,224.0,301.0,840.0,175.0,84.0,77.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-04-05,196.0,119.0,14.0,147.0,266.0,224.0,15428.0,581.0,35.0,56.0,903.0,252.0,308.0,1099.0,196.0,91.0,84.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-04-06,203.0,126.0,21.0,175.0,294.0,252.0,16877.0,665.0,42.0,63.0,973.0,273.0,322.0,1302.0,217.0,91.0,84.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-04-07,217.0,133.0,21.0,210.0,322.0,287.0,18242.0,721.0,42.0,63.0,1043.0,294.0,329.0,1491.0,238.0,105.0,91.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-04-08,231.0,140.0,21.0,231.0,364.0,322.0,19670.0,833.0,42.0,70.0,1162.0,329.0,350.0,1708.0,266.0,105.0,98.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-04-09,280.0,168.0,21.0,273.0,441.0,406.0,23247.0,1127.0,56.0,84.0,1365.0,392.0,420.0,2170.0,315.0,119.0,119.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-04-10,301.0,189.0,28.0,308.0,490.0,483.0,25809.0,1407.0,56.0,91.0,1505.0,420.0,462.0,2499.0,357.0,126.0,126.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-04-11,336.0,217.0,28.0,357.0,560.0,574.0,28448.0,1694.0,63.0,98.0,1638.0,469.0,511.0,2933.0,399.0,140.0,133.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-04-12,385.0,266.0,28.0,420.0,623.0,672.0,31605.0,2002.0,70.0,119.0,1827.0,525.0,553.0,3409.0,455.0,154.0,154.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-04-13,420.0,315.0,35.0,497.0,686.0,763.0,34748.0,2324.0,77.0,140.0,2002.0,581.0,637.0,3927.0,490.0,168.0,175.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-04-14,462.0,364.0,42.0,560.0,777.0,868.0,38080.0,2569.0,84.0,161.0,2226.0,637.0,714.0,4466.0,539.0,182.0,182.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-04-15,483.0,392.0,42.0,595.0,805.0,917.0,40033.0,2751.0,84.0,175.0,2359.0,672.0,749.0,4760.0,574.0,189.0,189.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-04-16,553.0,455.0,49.0,651.0,875.0,1029.0,42847.0,2996.0,91.0,189.0,2548.0,728.0,833.0,5236.0,630.0,203.0,203.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-04-17,560.0,469.0,49.0,672.0,903.0,1057.0,43540.0,3080.0,91.0,196.0,2604.0,742.0,868.0,5334.0,658.0,210.0,203.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-04-18,567.0,483.0,49.0,693.0,938.0,1106.0,44765.0,3227.0,98.0,203.0,2688.0,770.0,896.0,5551.0,672.0,217.0,210.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-04-19,595.0,511.0,49.0,763.0,1015.0,1176.0,47572.0,3465.0,98.0,210.0,2870.0,812.0,938.0,5936.0,714.0,238.0,217.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-04-20,623.0,539.0,49.0,798.0,1057.0,1239.0,49805.0,3675.0,105.0,224.0,2996.0,847.0,987.0,6279.0,763.0,259.0,224.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-04-21,679.0,581.0,63.0,854.0,1127.0,1330.0,53137.0,4025.0,112.0,238.0,3157.0,889.0,1043.0,6762.0,826.0,287.0,245.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-04-22,721.0,630.0,63.0,910.0,1225.0,1435.0,56301.0,4410.0,119.0,259.0,3367.0,938.0,1113.0,7280.0,875.0,315.0,252.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-04-23,784.0,672.0,70.0,980.0,1330.0,1596.0,61033.0,4907.0,133.0,280.0,3731.0,1029.0,1239.0,8057.0,945.0,343.0,280.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-04-24,826.0,707.0,70.0,1029.0,1414.0,1666.0,63917.0,5089.0,140.0,287.0,3906.0,1085.0,1295.0,8554.0,987.0,364.0,301.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-04-25,840.0,721.0,70.0,1057.0,1442.0,1708.0,65135.0,5194.0,140.0,294.0,3969.0,1099.0,1330.0,8715.0,1008.0,378.0,308.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-04-26,854.0,742.0,77.0,1085.0,1477.0,1750.0,66605.0,5292.0,147.0,301.0,4060.0,1127.0,1344.0,8946.0,1029.0,385.0,315.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-04-27,882.0,749.0,77.0,1106.0,1512.0,1799.0,68131.0,5383.0,154.0,308.0,4151.0,1148.0,1386.0,9191.0,1050.0,392.0,329.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-04-28,924.0,777.0,84.0,1113.0,1540.0,1841.0,69867.0,5537.0,161.0,315.0,4249.0,1183.0,1435.0,9464.0,1071.0,406.0,329.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-04-29,959.0,805.0,84.0,1148.0,1603.0,1918.0,71778.0,5901.0,161.0,322.0,4403.0,1218.0,1484.0,9772.0,1106.0,420.0,336.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-04-30,1043.0,840.0,91.0,1225.0,1729.0,2065.0,76398.0,6412.0,168.0,350.0,4725.0,1302.0,1561.0,10514.0,1183.0,448.0,357.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-05-01,1071.0,847.0,91.0,1260.0,1778.0,2107.0,78610.0,6601.0,175.0,364.0,4872.0,1344.0,1582.0,10843.0,1225.0,469.0,364.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-05-02,1085.0,854.0,98.0,1267.0,1806.0,2128.0,79751.0,6699.0,175.0,371.0,4970.0,1358.0,1596.0,11018.0,1246.0,483.0,378.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-05-03,1106.0,868.0,98.0,1281.0,1834.0,2163.0,80906.0,6783.0,182.0,378.0,5061.0,1372.0,1617.0,11228.0,1267.0,490.0,378.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-05-04,1120.0,882.0,98.0,1302.0,1869.0,2212.0,82432.0,6888.0,189.0,385.0,5124.0,1400.0,1666.0,11459.0,1288.0,504.0,385.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-05-05,1148.0,903.0,98.0,1309.0,1904.0,2240.0,83734.0,6979.0,189.0,392.0,5201.0,1428.0,1701.0,11641.0,1316.0,511.0,392.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-05-06,1169.0,924.0,98.0,1323.0,1960.0,2289.0,85099.0,7196.0,196.0,406.0,5292.0,1449.0,1757.0,11872.0,1344.0,518.0,392.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-05-07,1253.0,973.0,105.0,1365.0,2051.0,2408.0,89061.0,7560.0,203.0,420.0,5516.0,1533.0,1855.0,12495.0,1393.0,546.0,406.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-05-08,1267.0,994.0,105.0,1393.0,2100.0,2464.0,91077.0,7686.0,203.0,427.0,5642.0,1568.0,1925.0,12831.0,1428.0,560.0,413.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-05-09,1281.0,1008.0,105.0,1400.0,2114.0,2485.0,91714.0,7721.0,210.0,434.0,5677.0,1582.0,1939.0,12943.0,1442.0,560.0,420.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-05-10,1281.0,1008.0,105.0,1414.0,2121.0,2506.0,92442.0,7791.0,210.0,434.0,5719.0,1589.0,1953.0,13076.0,1449.0,567.0,420.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-05-11,1295.0,1029.0,105.0,1428.0,2149.0,2527.0,93499.0,7868.0,217.0,441.0,5761.0,1610.0,1995.0,13251.0,1470.0,574.0,420.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-05-12,1323.0,1043.0,105.0,1435.0,2184.0,2562.0,94549.0,7980.0,217.0,448.0,5810.0,1624.0,2023.0,13412.0,1484.0,581.0,427.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-05-13,1344.0,1064.0,105.0,1449.0,2219.0,2618.0,95627.0,8106.0,217.0,455.0,5894.0,1652.0,2072.0,13587.0,1505.0,588.0,427.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-05-14,1407.0,1127.0,105.0,1484.0,2303.0,2730.0,99092.0,8407.0,224.0,476.0,6118.0,1722.0,2156.0,14147.0,1561.0,616.0,441.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-05-15,1442.0,1148.0,105.0,1505.0,2345.0,2779.0,101045.0,8540.0,238.0,483.0,6216.0,1757.0,2191.0,14462.0,1596.0,630.0,448.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-05-16,1449.0,1162.0,105.0,1512.0,2352.0,2800.0,101731.0,8589.0,238.0,483.0,6244.0,1771.0,2212.0,14560.0,1610.0,630.0,455.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-05-17,1456.0,1176.0,105.0,1519.0,2366.0,2821.0,102431.0,8638.0,238.0,490.0,6279.0,1778.0,2233.0,14679.0,1617.0,637.0,455.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-05-18,1470.0,1183.0,105.0,1533.0,2380.0,2856.0,103292.0,8673.0,238.0,490.0,6335.0,1785.0,2261.0,14805.0,1624.0,637.0,462.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-05-19,1491.0,1197.0,105.0,1547.0,2401.0,2877.0,104125.0,8736.0,238.0,504.0,6391.0,1799.0,2282.0,14924.0,1631.0,644.0,469.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-05-20,1498.0,1218.0,112.0,1554.0,2429.0,2926.0,105049.0,8834.0,245.0,504.0,6454.0,1820.0,2310.0,15078.0,1645.0,651.0,469.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-05-21,1533.0,1260.0,112.0,1596.0,2478.0,3024.0,107639.0,9051.0,252.0,518.0,6601.0,1876.0,2373.0,15477.0,1666.0,672.0,490.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-05-22,1547.0,1274.0,119.0,1610.0,2499.0,3052.0,108815.0,9121.0,252.0,518.0,6664.0,1897.0,2408.0,15645.0,1687.0,672.0,490.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-05-23,1554.0,1281.0,119.0,1617.0,2506.0,3052.0,109235.0,9163.0,252.0,525.0,6685.0,1904.0,2415.0,15729.0,1694.0,672.0,497.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-05-24,1561.0,1288.0,119.0,1624.0,2520.0,3066.0,109788.0,9198.0,252.0,532.0,6713.0,1911.0,2429.0,15820.0,1701.0,679.0,497.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-05-25,1575.0,1288.0,119.0,1631.0,2541.0,3080.0,110530.0,9240.0,252.0,532.0,6755.0,1932.0,2443.0,15939.0,1708.0,679.0,504.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-05-26,1582.0,1302.0,119.0,1631.0,2555.0,3108.0,111118.0,9282.0,252.0,539.0,6783.0,1939.0,2464.0,16037.0,1722.0,679.0,504.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-05-27,1596.0,1323.0,119.0,1638.0,2583.0,3150.0,111832.0,9408.0,252.0,546.0,6839.0,1953.0,2492.0,16149.0,1736.0,679.0,511.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
2022-05-28,1624.0,1351.0,126.0,1666.0,2625.0,3220.0,113617.0,9632.0,259.0,546.0,6951.0,1988.0,2583.0,16443.0,1771.0,686.0,518.0,42602,16611,7175,10934,47026,37177,1243886,64589,3920,15953,168063,30030,76741,208866,18319,12852,17423
