covid_vacc_date,no,yes,no_total,yes_total
2020-12-01,0.0,0.0,1113021,8673
2020-12-08,539.0,0.0,1113021,8673
2020-12-09,1988.0,14.0,1113021,8673
2020-12-10,3892.0,21.0,1113021,8673
2020-12-11,5698.0,35.0,1113021,8673
2020-12-12,6979.0,42.0,1113021,8673
2020-12-13,8141.0,42.0,1113021,8673
2020-12-14,10052.0,56.0,1113021,8673
2020-12-15,31136.0,154.0,1113021,8673
2020-12-16,65975.0,329.0,1113021,8673
2020-12-17,97153.0,511.0,1113021,8673
2020-12-18,117299.0,623.0,1113021,8673
2020-12-19,142002.0,742.0,1113021,8673
2020-12-20,163702.0,840.0,1113021,8673
2020-12-21,176610.0,924.0,1113021,8673
2020-12-22,200697.0,1050.0,1113021,8673
2020-12-23,217840.0,1148.0,1113021,8673
2020-12-24,221648.0,1176.0,1113021,8673
2020-12-25,221648.0,1176.0,1113021,8673
2020-12-26,221655.0,1176.0,1113021,8673
2020-12-27,221837.0,1176.0,1113021,8673
2020-12-28,222306.0,1176.0,1113021,8673
2020-12-29,230237.0,1218.0,1113021,8673
2020-12-30,249970.0,1337.0,1113021,8673
2020-12-31,264138.0,1428.0,1113021,8673
2021-01-01,266749.0,1442.0,1113021,8673
2021-01-02,269101.0,1456.0,1113021,8673
2021-01-03,270613.0,1463.0,1113021,8673
2021-01-04,272013.0,1477.0,1113021,8673
2021-01-05,275093.0,1498.0,1113021,8673
2021-01-06,282660.0,1547.0,1113021,8673
2021-01-07,317065.0,1757.0,1113021,8673
2021-01-08,358344.0,2023.0,1113021,8673
2021-01-09,395451.0,2282.0,1113021,8673
2021-01-10,412293.0,2394.0,1113021,8673
2021-01-11,420595.0,2457.0,1113021,8673
2021-01-12,445473.0,2611.0,1113021,8673
2021-01-13,483966.0,2835.0,1113021,8673
2021-01-14,523033.0,3143.0,1113021,8673
2021-01-15,572320.0,3486.0,1113021,8673
2021-01-16,630994.0,3864.0,1113021,8673
2021-01-17,655949.0,4018.0,1113021,8673
2021-01-18,669921.0,4144.0,1113021,8673
2021-01-19,711403.0,4438.0,1113021,8673
2021-01-20,755685.0,4753.0,1113021,8673
2021-01-21,794220.0,5068.0,1113021,8673
2021-01-22,844732.0,5453.0,1113021,8673
2021-01-23,885983.0,5789.0,1113021,8673
2021-01-24,897827.0,5880.0,1113021,8673
2021-01-25,909699.0,5999.0,1113021,8673
2021-01-26,924021.0,6139.0,1113021,8673
2021-01-27,935725.0,6272.0,1113021,8673
2021-01-28,950670.0,6405.0,1113021,8673
2021-01-29,966161.0,6552.0,1113021,8673
