covid_vacc_date,Black,Mixed,Other,South Asian,Unknown,White,Black_total,Mixed_total,Other_total,South Asian_total,Unknown_total,White_total
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,37471,15225,28315,85197,189392,1202558
2020-12-08,0.0,0.0,7.0,21.0,28.0,182.0,37471,15225,28315,85197,189392,1202558
2020-12-09,14.0,7.0,14.0,56.0,63.0,518.0,37471,15225,28315,85197,189392,1202558
2020-12-10,14.0,14.0,21.0,84.0,91.0,812.0,37471,15225,28315,85197,189392,1202558
2020-12-11,28.0,14.0,35.0,119.0,140.0,1134.0,37471,15225,28315,85197,189392,1202558
2020-12-12,28.0,21.0,42.0,147.0,175.0,1463.0,37471,15225,28315,85197,189392,1202558
2020-12-13,35.0,28.0,49.0,182.0,196.0,1701.0,37471,15225,28315,85197,189392,1202558
2020-12-14,42.0,28.0,56.0,224.0,259.0,1981.0,37471,15225,28315,85197,189392,1202558
2020-12-15,63.0,35.0,70.0,280.0,308.0,2499.0,37471,15225,28315,85197,189392,1202558
2020-12-16,70.0,49.0,84.0,357.0,392.0,3199.0,37471,15225,28315,85197,189392,1202558
2020-12-17,91.0,56.0,105.0,448.0,483.0,4025.0,37471,15225,28315,85197,189392,1202558
2020-12-18,112.0,70.0,126.0,560.0,574.0,4809.0,37471,15225,28315,85197,189392,1202558
2020-12-19,133.0,77.0,147.0,637.0,644.0,5439.0,37471,15225,28315,85197,189392,1202558
2020-12-20,154.0,91.0,161.0,735.0,756.0,6307.0,37471,15225,28315,85197,189392,1202558
2020-12-21,168.0,98.0,189.0,875.0,917.0,7490.0,37471,15225,28315,85197,189392,1202558
2020-12-22,189.0,105.0,224.0,1008.0,1043.0,8540.0,37471,15225,28315,85197,189392,1202558
2020-12-23,210.0,126.0,273.0,1190.0,1204.0,9744.0,37471,15225,28315,85197,189392,1202558
2020-12-24,224.0,140.0,287.0,1288.0,1288.0,10346.0,37471,15225,28315,85197,189392,1202558
2020-12-25,224.0,140.0,287.0,1295.0,1288.0,10346.0,37471,15225,28315,85197,189392,1202558
2020-12-26,224.0,140.0,294.0,1302.0,1288.0,10360.0,37471,15225,28315,85197,189392,1202558
2020-12-27,231.0,147.0,301.0,1316.0,1309.0,10535.0,37471,15225,28315,85197,189392,1202558
2020-12-28,238.0,147.0,308.0,1358.0,1344.0,10857.0,37471,15225,28315,85197,189392,1202558
2020-12-29,259.0,168.0,343.0,1477.0,1442.0,11676.0,37471,15225,28315,85197,189392,1202558
2020-12-30,294.0,196.0,399.0,1701.0,1645.0,13741.0,37471,15225,28315,85197,189392,1202558
2020-12-31,336.0,224.0,455.0,1897.0,1869.0,15743.0,37471,15225,28315,85197,189392,1202558
2021-01-01,343.0,224.0,483.0,1946.0,1932.0,16289.0,37471,15225,28315,85197,189392,1202558
2021-01-02,357.0,231.0,490.0,1995.0,1995.0,16933.0,37471,15225,28315,85197,189392,1202558
2021-01-03,364.0,238.0,497.0,2037.0,2044.0,17444.0,37471,15225,28315,85197,189392,1202558
2021-01-04,392.0,252.0,518.0,2128.0,2128.0,18375.0,37471,15225,28315,85197,189392,1202558
2021-01-05,434.0,280.0,581.0,2331.0,2324.0,20209.0,37471,15225,28315,85197,189392,1202558
2021-01-06,511.0,315.0,630.0,2534.0,2611.0,22603.0,37471,15225,28315,85197,189392,1202558
2021-01-07,581.0,343.0,721.0,2835.0,3031.0,26152.0,37471,15225,28315,85197,189392,1202558
