covid_vacc_date,no,yes,no_total,yes_total
2020-12-01,0.0,0.0,798035,26838
2020-12-03,0.0,0.0,798035,26838
2020-12-08,203.0,0.0,798035,26838
2020-12-09,455.0,0.0,798035,26838
2020-12-10,770.0,0.0,798035,26838
2020-12-11,1064.0,0.0,798035,26838
2020-12-12,1379.0,0.0,798035,26838
2020-12-13,1554.0,0.0,798035,26838
2020-12-14,1799.0,0.0,798035,26838
2020-12-15,2254.0,0.0,798035,26838
2020-12-16,2674.0,0.0,798035,26838
2020-12-17,3206.0,0.0,798035,26838
2020-12-18,3752.0,7.0,798035,26838
2020-12-19,4172.0,7.0,798035,26838
2020-12-20,4669.0,14.0,798035,26838
2020-12-21,5369.0,14.0,798035,26838
2020-12-22,6076.0,14.0,798035,26838
2020-12-23,6923.0,21.0,798035,26838
2020-12-24,7329.0,21.0,798035,26838
2020-12-25,7329.0,21.0,798035,26838
2020-12-26,7350.0,21.0,798035,26838
2020-12-27,7427.0,28.0,798035,26838
2020-12-28,7602.0,28.0,798035,26838
2020-12-29,8078.0,35.0,798035,26838
2020-12-30,9422.0,98.0,798035,26838
2020-12-31,10640.0,182.0,798035,26838
2021-01-01,10934.0,196.0,798035,26838
2021-01-02,11228.0,217.0,798035,26838
2021-01-03,11445.0,224.0,798035,26838
2021-01-04,11921.0,231.0,798035,26838
2021-01-05,12817.0,245.0,798035,26838
2021-01-06,13972.0,273.0,798035,26838
2021-01-07,15792.0,350.0,798035,26838
2021-01-08,17920.0,469.0,798035,26838
2021-01-09,19964.0,532.0,798035,26838
2021-01-10,20951.0,546.0,798035,26838
2021-01-11,22652.0,609.0,798035,26838
2021-01-12,24591.0,735.0,798035,26838
2021-01-13,26607.0,924.0,798035,26838
2021-01-14,29001.0,1120.0,798035,26838
2021-01-15,32347.0,1393.0,798035,26838
2021-01-16,35105.0,1547.0,798035,26838
2021-01-17,36785.0,1596.0,798035,26838
2021-01-18,38633.0,1750.0,798035,26838
2021-01-19,41517.0,2016.0,798035,26838
2021-01-20,45612.0,2268.0,798035,26838
2021-01-21,51093.0,2597.0,798035,26838
2021-01-22,58737.0,3241.0,798035,26838
2021-01-23,66976.0,3647.0,798035,26838
2021-01-24,71043.0,3773.0,798035,26838
2021-01-25,74690.0,3948.0,798035,26838
2021-01-26,80206.0,4228.0,798035,26838
2021-01-27,86457.0,4557.0,798035,26838
2021-01-28,97804.0,5012.0,798035,26838
2021-01-29,110824.0,5558.0,798035,26838
2021-01-30,127813.0,6013.0,798035,26838
2021-01-31,137578.0,6272.0,798035,26838
2021-02-01,147924.0,6559.0,798035,26838
2021-02-02,161553.0,6993.0,798035,26838
2021-02-03,181979.0,7630.0,798035,26838
2021-02-04,206493.0,8456.0,798035,26838
2021-02-05,231938.0,9324.0,798035,26838
2021-02-06,272776.0,10437.0,798035,26838
2021-02-07,291046.0,10934.0,798035,26838
2021-02-08,308763.0,11508.0,798035,26838
2021-02-09,331261.0,12306.0,798035,26838
2021-02-10,354599.0,13181.0,798035,26838
2021-02-11,380282.0,14217.0,798035,26838
2021-02-12,402619.0,15169.0,798035,26838
2021-02-13,422870.0,15883.0,798035,26838
2021-02-14,429667.0,16044.0,798035,26838
2021-02-15,435645.0,16282.0,798035,26838
2021-02-16,444990.0,16632.0,798035,26838
2021-02-17,457247.0,17080.0,798035,26838
2021-02-18,469147.0,17416.0,798035,26838
2021-02-19,479563.0,17801.0,798035,26838
