covid_vacc_date,no,yes,no_total,yes_total
2020-12-01,0.0,0.0,1489320,18746
2020-12-06,0.0,0.0,1489320,18746
2020-12-08,259.0,0.0,1489320,18746
2020-12-09,700.0,0.0,1489320,18746
2020-12-10,1085.0,0.0,1489320,18746
2020-12-11,1477.0,0.0,1489320,18746
2020-12-12,1890.0,7.0,1489320,18746
2020-12-13,2191.0,14.0,1489320,18746
2020-12-14,2625.0,14.0,1489320,18746
2020-12-15,3339.0,14.0,1489320,18746
2020-12-16,4291.0,21.0,1489320,18746
2020-12-17,5425.0,21.0,1489320,18746
2020-12-18,6482.0,21.0,1489320,18746
2020-12-19,7378.0,21.0,1489320,18746
2020-12-20,8659.0,28.0,1489320,18746
2020-12-21,10325.0,35.0,1489320,18746
2020-12-22,11690.0,42.0,1489320,18746
2020-12-23,13440.0,56.0,1489320,18746
2020-12-24,14259.0,56.0,1489320,18746
2020-12-25,14266.0,56.0,1489320,18746
2020-12-26,14294.0,56.0,1489320,18746
2020-12-27,14553.0,56.0,1489320,18746
2020-12-28,14903.0,56.0,1489320,18746
2020-12-29,15974.0,63.0,1489320,18746
2020-12-30,18627.0,77.0,1489320,18746
2020-12-31,21231.0,105.0,1489320,18746
2021-01-01,21840.0,112.0,1489320,18746
2021-01-02,22582.0,112.0,1489320,18746
2021-01-03,23156.0,119.0,1489320,18746
2021-01-04,24262.0,126.0,1489320,18746
2021-01-05,26495.0,133.0,1489320,18746
2021-01-06,29519.0,147.0,1489320,18746
2021-01-07,34202.0,175.0,1489320,18746
2021-01-08,39158.0,203.0,1489320,18746
2021-01-09,43617.0,238.0,1489320,18746
2021-01-10,46193.0,245.0,1489320,18746
2021-01-11,49987.0,273.0,1489320,18746
2021-01-12,54824.0,308.0,1489320,18746
2021-01-13,60137.0,343.0,1489320,18746
2021-01-14,65989.0,392.0,1489320,18746
2021-01-15,72506.0,448.0,1489320,18746
2021-01-16,78190.0,490.0,1489320,18746
2021-01-17,81991.0,525.0,1489320,18746
2021-01-18,86324.0,560.0,1489320,18746
2021-01-19,91336.0,602.0,1489320,18746
2021-01-20,96915.0,651.0,1489320,18746
2021-01-21,102648.0,707.0,1489320,18746
2021-01-22,109116.0,784.0,1489320,18746
2021-01-23,114394.0,833.0,1489320,18746
2021-01-24,117586.0,868.0,1489320,18746
2021-01-25,121415.0,896.0,1489320,18746
2021-01-26,125657.0,938.0,1489320,18746
2021-01-27,129696.0,973.0,1489320,18746
2021-01-28,133889.0,1008.0,1489320,18746
2021-01-29,138684.0,1057.0,1489320,18746
2021-01-30,142576.0,1099.0,1489320,18746
2021-01-31,145355.0,1120.0,1489320,18746
2021-02-01,147987.0,1155.0,1489320,18746
2021-02-02,150948.0,1190.0,1489320,18746
2021-02-03,154315.0,1218.0,1489320,18746
2021-02-04,157913.0,1267.0,1489320,18746
2021-02-05,161581.0,1309.0,1489320,18746
2021-02-06,165088.0,1365.0,1489320,18746
2021-02-07,167216.0,1379.0,1489320,18746
2021-02-08,169218.0,1407.0,1489320,18746
2021-02-09,171920.0,1463.0,1489320,18746
2021-02-10,175371.0,1505.0,1489320,18746
2021-02-11,180110.0,1596.0,1489320,18746
2021-02-12,186382.0,1715.0,1489320,18746
2021-02-13,192465.0,1841.0,1489320,18746
2021-02-14,196672.0,1911.0,1489320,18746
2021-02-15,200816.0,1988.0,1489320,18746
2021-02-16,211414.0,2268.0,1489320,18746
2021-02-17,231462.0,2835.0,1489320,18746
2021-02-18,250831.0,3402.0,1489320,18746
2021-02-19,265860.0,3780.0,1489320,18746
2021-02-20,280980.0,4235.0,1489320,18746
2021-02-21,286237.0,4368.0,1489320,18746
2021-02-22,292698.0,4543.0,1489320,18746
2021-02-23,308882.0,5047.0,1489320,18746
2021-02-24,330239.0,5691.0,1489320,18746
2021-02-25,352856.0,6363.0,1489320,18746
2021-02-26,377538.0,7042.0,1489320,18746
2021-02-27,396683.0,7595.0,1489320,18746
2021-02-28,403214.0,7735.0,1489320,18746
2021-03-01,408282.0,7854.0,1489320,18746
2021-03-02,414638.0,8029.0,1489320,18746
2021-03-03,426125.0,8302.0,1489320,18746
2021-03-04,441602.0,8722.0,1489320,18746
2021-03-05,461118.0,9191.0,1489320,18746
2021-03-06,482447.0,9695.0,1489320,18746
2021-03-07,489391.0,9793.0,1489320,18746
2021-03-08,498596.0,9933.0,1489320,18746
2021-03-09,512659.0,10143.0,1489320,18746
2021-03-10,530999.0,10332.0,1489320,18746
2021-03-11,553525.0,10521.0,1489320,18746
2021-03-12,589498.0,10829.0,1489320,18746
2021-03-13,648991.0,11228.0,1489320,18746
2021-03-14,680512.0,11389.0,1489320,18746
2021-03-15,736589.0,11676.0,1489320,18746
2021-03-16,799827.0,11963.0,1489320,18746
2021-03-17,857780.0,12222.0,1489320,18746
2021-03-18,915068.0,12516.0,1489320,18746
2021-03-19,977627.0,12817.0,1489320,18746
2021-03-20,1050119.0,13125.0,1489320,18746
2021-03-21,1084083.0,13244.0,1489320,18746
2021-03-22,1113070.0,13384.0,1489320,18746
2021-03-23,1138676.0,13517.0,1489320,18746
2021-03-24,1160593.0,13657.0,1489320,18746
2021-03-25,1180550.0,13783.0,1489320,18746
2021-03-26,1201984.0,13937.0,1489320,18746
2021-03-27,1226253.0,14098.0,1489320,18746
2021-03-28,1240036.0,14175.0,1489320,18746
2021-03-29,1250417.0,14252.0,1489320,18746
2021-03-30,1259188.0,14315.0,1489320,18746
2021-03-31,1267567.0,14406.0,1489320,18746
2021-04-01,1273265.0,14483.0,1489320,18746
2021-04-02,1277752.0,14525.0,1489320,18746
2021-04-03,1282771.0,14539.0,1489320,18746
2021-04-04,1285249.0,14553.0,1489320,18746
2021-04-05,1286327.0,14560.0,1489320,18746
2021-04-06,1288000.0,14574.0,1489320,18746
2021-04-07,1289911.0,14602.0,1489320,18746
2021-04-08,1291556.0,14637.0,1489320,18746
2021-04-09,1293782.0,14679.0,1489320,18746
2021-04-10,1295945.0,14707.0,1489320,18746
2021-04-11,1296694.0,14721.0,1489320,18746
2021-04-12,1297352.0,14742.0,1489320,18746
2021-04-13,1298073.0,14763.0,1489320,18746
2021-04-14,1298745.0,14784.0,1489320,18746
