covid_vacc_date,no,yes,no_total,yes_total
2020-12-01,0.0,0.0,1137248,1414
2020-12-08,539.0,0.0,1137248,1414
2020-12-09,2002.0,0.0,1137248,1414
2020-12-10,3934.0,0.0,1137248,1414
2020-12-11,5754.0,0.0,1137248,1414
2020-12-12,7049.0,0.0,1137248,1414
2020-12-13,8218.0,0.0,1137248,1414
2020-12-14,10143.0,0.0,1137248,1414
2020-12-15,31388.0,14.0,1137248,1414
2020-12-16,66514.0,49.0,1137248,1414
2020-12-17,98028.0,77.0,1137248,1414
2020-12-18,118342.0,98.0,1137248,1414
2020-12-19,143381.0,119.0,1137248,1414
2020-12-20,165326.0,133.0,1137248,1414
2020-12-21,178388.0,147.0,1137248,1414
2020-12-22,202664.0,161.0,1137248,1414
2020-12-23,219989.0,182.0,1137248,1414
2020-12-24,223839.0,182.0,1137248,1414
2020-12-25,223846.0,182.0,1137248,1414
2020-12-26,223853.0,182.0,1137248,1414
2020-12-27,224035.0,182.0,1137248,1414
2020-12-28,224504.0,182.0,1137248,1414
2020-12-29,232568.0,196.0,1137248,1414
2020-12-30,252679.0,217.0,1137248,1414
2020-12-31,267120.0,238.0,1137248,1414
2021-01-01,269759.0,245.0,1137248,1414
2021-01-02,272153.0,245.0,1137248,1414
2021-01-03,273679.0,245.0,1137248,1414
2021-01-04,275093.0,245.0,1137248,1414
2021-01-05,278306.0,245.0,1137248,1414
2021-01-06,286048.0,252.0,1137248,1414
2021-01-07,320901.0,266.0,1137248,1414
2021-01-08,362621.0,301.0,1137248,1414
2021-01-09,400204.0,357.0,1137248,1414
2021-01-10,417095.0,378.0,1137248,1414
2021-01-11,425565.0,392.0,1137248,1414
2021-01-12,450793.0,427.0,1137248,1414
2021-01-13,489748.0,476.0,1137248,1414
2021-01-14,529438.0,518.0,1137248,1414
2021-01-15,579348.0,574.0,1137248,1414
2021-01-16,638631.0,644.0,1137248,1414
2021-01-17,663894.0,672.0,1137248,1414
2021-01-18,678181.0,686.0,1137248,1414
2021-01-19,720181.0,728.0,1137248,1414
2021-01-20,764911.0,770.0,1137248,1414
2021-01-21,804125.0,819.0,1137248,1414
2021-01-22,855204.0,875.0,1137248,1414
2021-01-23,896987.0,931.0,1137248,1414
2021-01-24,908985.0,945.0,1137248,1414
2021-01-25,921102.0,973.0,1137248,1414
2021-01-26,935704.0,994.0,1137248,1414
2021-01-27,947709.0,1015.0,1137248,1414
2021-01-28,962969.0,1050.0,1137248,1414
2021-01-29,978831.0,1078.0,1137248,1414
2021-01-30,990059.0,1099.0,1137248,1414
2021-01-31,994441.0,1106.0,1137248,1414
2021-02-01,1000223.0,1127.0,1137248,1414
2021-02-02,1006250.0,1141.0,1137248,1414
2021-02-03,1012368.0,1162.0,1137248,1414
2021-02-04,1018514.0,1176.0,1137248,1414
2021-02-05,1024345.0,1183.0,1137248,1414
2021-02-06,1028286.0,1197.0,1137248,1414
2021-02-07,1030134.0,1204.0,1137248,1414
2021-02-08,1033494.0,1211.0,1137248,1414
2021-02-09,1037400.0,1225.0,1137248,1414
2021-02-10,1042118.0,1239.0,1137248,1414
2021-02-11,1046465.0,1246.0,1137248,1414
2021-02-12,1050630.0,1253.0,1137248,1414
2021-02-13,1053206.0,1260.0,1137248,1414
2021-02-14,1054165.0,1260.0,1137248,1414
2021-02-15,1055649.0,1260.0,1137248,1414
2021-02-16,1057091.0,1267.0,1137248,1414
2021-02-17,1058617.0,1267.0,1137248,1414
2021-02-18,1059996.0,1274.0,1137248,1414
2021-02-19,1061172.0,1281.0,1137248,1414
2021-02-20,1061844.0,1281.0,1137248,1414
2021-02-21,1062082.0,1281.0,1137248,1414
2021-02-22,1062579.0,1288.0,1137248,1414
2021-02-23,1063517.0,1288.0,1137248,1414
2021-02-24,1064364.0,1295.0,1137248,1414
