covid_vacc_date,1 Most deprived,2,3,4,5 Least deprived,Unknown,1 Most deprived_total,2_total,3_total,4_total,5 Least deprived_total,Unknown_total
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,145411,187866,250138,258650,259658,19964
2020-12-08,42.0,84.0,105.0,161.0,140.0,14.0,145411,187866,250138,258650,259658,19964
2020-12-09,280.0,329.0,413.0,469.0,469.0,42.0,145411,187866,250138,258650,259658,19964
2020-12-10,525.0,637.0,784.0,945.0,952.0,70.0,145411,187866,250138,258650,259658,19964
2020-12-11,763.0,896.0,1134.0,1407.0,1435.0,98.0,145411,187866,250138,258650,259658,19964
2020-12-12,917.0,1078.0,1421.0,1757.0,1729.0,105.0,145411,187866,250138,258650,259658,19964
2020-12-13,1050.0,1239.0,1701.0,2058.0,2023.0,119.0,145411,187866,250138,258650,259658,19964
2020-12-14,1218.0,1533.0,2128.0,2541.0,2527.0,154.0,145411,187866,250138,258650,259658,19964
2020-12-15,3794.0,4830.0,6888.0,7672.0,7567.0,546.0,145411,187866,250138,258650,259658,19964
2020-12-16,7595.0,10395.0,14714.0,16219.0,16247.0,1120.0,145411,187866,250138,258650,259658,19964
2020-12-17,11396.0,15582.0,21882.0,23555.0,23562.0,1694.0,145411,187866,250138,258650,259658,19964
2020-12-18,14231.0,19061.0,26411.0,28084.0,27986.0,2142.0,145411,187866,250138,258650,259658,19964
2020-12-19,18081.0,23492.0,31605.0,33481.0,33208.0,2877.0,145411,187866,250138,258650,259658,19964
2020-12-20,20846.0,27412.0,36295.0,38220.0,38381.0,3388.0,145411,187866,250138,258650,259658,19964
2020-12-21,22274.0,29218.0,38710.0,41762.0,41986.0,3591.0,145411,187866,250138,258650,259658,19964
2020-12-22,25690.0,32746.0,43477.0,47754.0,48055.0,4039.0,145411,187866,250138,258650,259658,19964
2020-12-23,27818.0,35266.0,47117.0,51905.0,52423.0,4452.0,145411,187866,250138,258650,259658,19964
2020-12-24,28329.0,35721.0,47971.0,52801.0,53445.0,4550.0,145411,187866,250138,258650,259658,19964
2020-12-25,28329.0,35721.0,47971.0,52801.0,53452.0,4550.0,145411,187866,250138,258650,259658,19964
2020-12-26,28329.0,35721.0,47978.0,52801.0,53452.0,4550.0,145411,187866,250138,258650,259658,19964
2020-12-27,28350.0,35749.0,48006.0,52829.0,53529.0,4550.0,145411,187866,250138,258650,259658,19964
2020-12-28,28406.0,35833.0,48104.0,52913.0,53669.0,4557.0,145411,187866,250138,258650,259658,19964
2020-12-29,29281.0,37457.0,49728.0,54733.0,55517.0,4746.0,145411,187866,250138,258650,259658,19964
2020-12-30,31248.0,41097.0,53578.0,59577.0,60543.0,5250.0,145411,187866,250138,258650,259658,19964
2020-12-31,32648.0,43407.0,56427.0,63147.0,64281.0,5663.0,145411,187866,250138,258650,259658,19964
2021-01-01,32795.0,43715.0,56980.0,63854.0,65002.0,5852.0,145411,187866,250138,258650,259658,19964
2021-01-02,33040.0,44044.0,57428.0,64323.0,65807.0,5915.0,145411,187866,250138,258650,259658,19964
2021-01-03,33159.0,44184.0,57694.0,64631.0,66479.0,5929.0,145411,187866,250138,258650,259658,19964
2021-01-04,33383.0,44443.0,57953.0,64876.0,66899.0,5936.0,145411,187866,250138,258650,259658,19964
2021-01-05,33754.0,44912.0,58674.0,65548.0,67739.0,5971.0,145411,187866,250138,258650,259658,19964
2021-01-06,34664.0,46186.0,60319.0,67319.0,69594.0,6118.0,145411,187866,250138,258650,259658,19964
2021-01-07,38829.0,51989.0,67662.0,75495.0,78225.0,6622.0,145411,187866,250138,258650,259658,19964
2021-01-08,43995.0,58674.0,76384.0,85883.0,88060.0,7364.0,145411,187866,250138,258650,259658,19964
2021-01-09,48664.0,64477.0,84553.0,94451.0,97426.0,8162.0,145411,187866,250138,258650,259658,19964
2021-01-10,50365.0,67039.0,88221.0,98168.0,102228.0,8673.0,145411,187866,250138,258650,259658,19964
2021-01-11,51254.0,68187.0,89943.0,99918.0,105014.0,8736.0,145411,187866,250138,258650,259658,19964
