covid_vacc_date,Black,Mixed,Other,South Asian,Unknown,White,Black_total,Mixed_total,Other_total,South Asian_total,Unknown_total,White_total
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,104587,66360,129584,354613,303093,2484748
2020-12-02,0.0,0.0,0.0,0.0,0.0,0.0,104587,66360,129584,354613,303093,2484748
2020-12-03,0.0,0.0,0.0,0.0,0.0,7.0,104587,66360,129584,354613,303093,2484748
2020-12-04,0.0,0.0,0.0,0.0,0.0,14.0,104587,66360,129584,354613,303093,2484748
2020-12-05,0.0,0.0,0.0,0.0,0.0,14.0,104587,66360,129584,354613,303093,2484748
2020-12-06,0.0,0.0,0.0,0.0,0.0,14.0,104587,66360,129584,354613,303093,2484748
2020-12-07,0.0,0.0,0.0,0.0,0.0,21.0,104587,66360,129584,354613,303093,2484748
2020-12-08,0.0,0.0,14.0,28.0,14.0,196.0,104587,66360,129584,354613,303093,2484748
2020-12-09,7.0,14.0,28.0,84.0,28.0,560.0,104587,66360,129584,354613,303093,2484748
2020-12-10,14.0,21.0,42.0,140.0,56.0,945.0,104587,66360,129584,354613,303093,2484748
2020-12-11,28.0,35.0,63.0,189.0,84.0,1351.0,104587,66360,129584,354613,303093,2484748
2020-12-12,35.0,42.0,84.0,238.0,112.0,1778.0,104587,66360,129584,354613,303093,2484748
2020-12-13,42.0,49.0,91.0,294.0,133.0,2114.0,104587,66360,129584,354613,303093,2484748
2020-12-14,56.0,70.0,126.0,364.0,154.0,2576.0,104587,66360,129584,354613,303093,2484748
2020-12-15,70.0,77.0,154.0,448.0,182.0,3241.0,104587,66360,129584,354613,303093,2484748
2020-12-16,91.0,91.0,182.0,560.0,238.0,4053.0,104587,66360,129584,354613,303093,2484748
2020-12-17,112.0,105.0,217.0,686.0,294.0,4984.0,104587,66360,129584,354613,303093,2484748
2020-12-18,133.0,133.0,245.0,819.0,350.0,5838.0,104587,66360,129584,354613,303093,2484748
2020-12-19,147.0,147.0,280.0,945.0,392.0,6573.0,104587,66360,129584,354613,303093,2484748
2020-12-20,161.0,168.0,322.0,1127.0,441.0,7581.0,104587,66360,129584,354613,303093,2484748
2020-12-21,196.0,203.0,364.0,1330.0,511.0,8841.0,104587,66360,129584,354613,303093,2484748
2020-12-22,238.0,231.0,427.0,1561.0,588.0,10052.0,104587,66360,129584,354613,303093,2484748
2020-12-23,273.0,273.0,518.0,1841.0,672.0,11571.0,104587,66360,129584,354613,303093,2484748
2020-12-24,287.0,301.0,553.0,1995.0,714.0,12404.0,104587,66360,129584,354613,303093,2484748
2020-12-25,287.0,301.0,560.0,2002.0,721.0,12404.0,104587,66360,129584,354613,303093,2484748
2020-12-26,294.0,301.0,560.0,2023.0,721.0,12446.0,104587,66360,129584,354613,303093,2484748
2020-12-27,294.0,308.0,588.0,2065.0,742.0,12740.0,104587,66360,129584,354613,303093,2484748
2020-12-28,308.0,322.0,616.0,2135.0,770.0,13216.0,104587,66360,129584,354613,303093,2484748
