covid_vacc_date,1 Most deprived,2,3,4,5 Least deprived,Unknown,1 Most deprived_total,2_total,3_total,4_total,5 Least deprived_total,Unknown_total
2020-12-04,0.0,0.0,0.0,0.0,0.0,0.0,153020,188398,236740,239358,231987,21777
2020-12-08,0.0,7.0,7.0,14.0,21.0,0.0,153020,188398,236740,239358,231987,21777
2020-12-09,21.0,28.0,28.0,42.0,49.0,0.0,153020,188398,236740,239358,231987,21777
2020-12-10,35.0,49.0,49.0,63.0,77.0,0.0,153020,188398,236740,239358,231987,21777
2020-12-11,56.0,77.0,63.0,98.0,98.0,7.0,153020,188398,236740,239358,231987,21777
2020-12-12,70.0,98.0,84.0,112.0,112.0,14.0,153020,188398,236740,239358,231987,21777
2020-12-13,91.0,105.0,105.0,126.0,133.0,14.0,153020,188398,236740,239358,231987,21777
2020-12-14,98.0,126.0,133.0,147.0,161.0,21.0,153020,188398,236740,239358,231987,21777
2020-12-15,126.0,168.0,182.0,189.0,203.0,21.0,153020,188398,236740,239358,231987,21777
2020-12-16,154.0,210.0,238.0,238.0,252.0,28.0,153020,188398,236740,239358,231987,21777
2020-12-17,203.0,259.0,301.0,301.0,308.0,35.0,153020,188398,236740,239358,231987,21777
2020-12-18,245.0,301.0,385.0,385.0,378.0,42.0,153020,188398,236740,239358,231987,21777
2020-12-19,287.0,343.0,469.0,448.0,448.0,49.0,153020,188398,236740,239358,231987,21777
2020-12-20,336.0,392.0,539.0,518.0,553.0,56.0,153020,188398,236740,239358,231987,21777
2020-12-21,399.0,455.0,623.0,623.0,644.0,70.0,153020,188398,236740,239358,231987,21777
2020-12-22,455.0,518.0,714.0,714.0,728.0,77.0,153020,188398,236740,239358,231987,21777
2020-12-23,525.0,623.0,826.0,819.0,833.0,84.0,153020,188398,236740,239358,231987,21777
2020-12-24,553.0,665.0,875.0,889.0,896.0,84.0,153020,188398,236740,239358,231987,21777
2020-12-25,553.0,665.0,875.0,889.0,896.0,84.0,153020,188398,236740,239358,231987,21777
2020-12-26,553.0,665.0,875.0,896.0,896.0,84.0,153020,188398,236740,239358,231987,21777
2020-12-27,560.0,672.0,889.0,910.0,910.0,84.0,153020,188398,236740,239358,231987,21777
2020-12-28,574.0,693.0,910.0,938.0,931.0,84.0,153020,188398,236740,239358,231987,21777
2020-12-29,630.0,756.0,994.0,1001.0,994.0,91.0,153020,188398,236740,239358,231987,21777
2020-12-30,763.0,917.0,1155.0,1183.0,1141.0,105.0,153020,188398,236740,239358,231987,21777
2020-12-31,889.0,1064.0,1323.0,1386.0,1309.0,126.0,153020,188398,236740,239358,231987,21777
2021-01-01,910.0,1092.0,1358.0,1421.0,1358.0,126.0,153020,188398,236740,239358,231987,21777
2021-01-02,945.0,1113.0,1393.0,1470.0,1407.0,133.0,153020,188398,236740,239358,231987,21777
2021-01-03,959.0,1134.0,1428.0,1505.0,1442.0,133.0,153020,188398,236740,239358,231987,21777
2021-01-04,994.0,1183.0,1491.0,1575.0,1484.0,140.0,153020,188398,236740,239358,231987,21777
2021-01-05,1064.0,1274.0,1603.0,1694.0,1603.0,154.0,153020,188398,236740,239358,231987,21777
2021-01-06,1176.0,1421.0,1792.0,1890.0,1778.0,175.0,153020,188398,236740,239358,231987,21777
2021-01-07,1379.0,1715.0,2086.0,2184.0,2058.0,196.0,153020,188398,236740,239358,231987,21777
2021-01-08,1631.0,2030.0,2443.0,2513.0,2352.0,217.0,153020,188398,236740,239358,231987,21777
2021-01-09,1820.0,2282.0,2751.0,2814.0,2702.0,238.0,153020,188398,236740,239358,231987,21777
2021-01-10,1897.0,2408.0,2919.0,2982.0,2870.0,252.0,153020,188398,236740,239358,231987,21777
2021-01-11,2023.0,2548.0,3101.0,3185.0,3066.0,266.0,153020,188398,236740,239358,231987,21777
2021-01-12,2191.0,2751.0,3381.0,3458.0,3325.0,301.0,153020,188398,236740,239358,231987,21777
2021-01-13,2429.0,3010.0,3745.0,3815.0,3626.0,329.0,153020,188398,236740,239358,231987,21777
2021-01-14,2730.0,3374.0,4123.0,4193.0,4039.0,364.0,153020,188398,236740,239358,231987,21777
2021-01-15,3066.0,3752.0,4613.0,4613.0,4501.0,399.0,153020,188398,236740,239358,231987,21777
2021-01-16,3353.0,4095.0,4991.0,5005.0,4907.0,441.0,153020,188398,236740,239358,231987,21777
2021-01-17,3486.0,4298.0,5278.0,5278.0,5152.0,462.0,153020,188398,236740,239358,231987,21777
2021-01-18,3675.0,4508.0,5565.0,5558.0,5432.0,490.0,153020,188398,236740,239358,231987,21777
2021-01-19,3906.0,4865.0,5943.0,5971.0,5845.0,532.0,153020,188398,236740,239358,231987,21777
2021-01-20,4305.0,5285.0,6433.0,6426.0,6314.0,560.0,153020,188398,236740,239358,231987,21777
2021-01-21,4753.0,5754.0,7070.0,6979.0,6825.0,609.0,153020,188398,236740,239358,231987,21777
2021-01-22,5264.0,6468.0,7973.0,7826.0,7574.0,679.0,153020,188398,236740,239358,231987,21777
2021-01-23,5698.0,7014.0,8750.0,8603.0,8239.0,742.0,153020,188398,236740,239358,231987,21777
2021-01-24,5978.0,7343.0,9170.0,9023.0,8659.0,784.0,153020,188398,236740,239358,231987,21777
