covid_vacc_date,no,yes,no_total,yes_total
2020-12-01,0.0,0.0,1121148,546
2020-12-08,539.0,0.0,1121148,546
2020-12-09,2002.0,0.0,1121148,546
2020-12-10,3913.0,0.0,1121148,546
2020-12-11,5726.0,0.0,1121148,546
2020-12-12,7014.0,0.0,1121148,546
2020-12-13,8183.0,0.0,1121148,546
2020-12-14,10108.0,0.0,1121148,546
2020-12-15,31283.0,0.0,1121148,546
2020-12-16,66290.0,14.0,1121148,546
2020-12-17,97650.0,21.0,1121148,546
2020-12-18,117894.0,21.0,1121148,546
2020-12-19,142709.0,28.0,1121148,546
2020-12-20,164507.0,35.0,1121148,546
2020-12-21,177499.0,42.0,1121148,546
2020-12-22,201705.0,42.0,1121148,546
2020-12-23,218939.0,49.0,1121148,546
2020-12-24,222768.0,49.0,1121148,546
2020-12-25,222775.0,49.0,1121148,546
2020-12-26,222782.0,49.0,1121148,546
2020-12-27,222964.0,49.0,1121148,546
2020-12-28,223433.0,49.0,1121148,546
2020-12-29,231406.0,56.0,1121148,546
2020-12-30,251244.0,63.0,1121148,546
2020-12-31,265496.0,70.0,1121148,546
2021-01-01,268121.0,77.0,1121148,546
2021-01-02,270487.0,77.0,1121148,546
2021-01-03,271999.0,77.0,1121148,546
2021-01-04,273413.0,77.0,1121148,546
2021-01-05,276521.0,77.0,1121148,546
2021-01-06,284137.0,77.0,1121148,546
2021-01-07,318745.0,77.0,1121148,546
2021-01-08,360276.0,91.0,1121148,546
2021-01-09,397628.0,105.0,1121148,546
2021-01-10,414575.0,112.0,1121148,546
2021-01-11,422933.0,119.0,1121148,546
2021-01-12,447958.0,126.0,1121148,546
2021-01-13,486661.0,140.0,1121148,546
2021-01-14,526022.0,154.0,1121148,546
2021-01-15,575624.0,175.0,1121148,546
2021-01-16,634655.0,203.0,1121148,546
2021-01-17,659757.0,210.0,1121148,546
2021-01-18,673855.0,210.0,1121148,546
2021-01-19,715617.0,224.0,1121148,546
2021-01-20,760193.0,245.0,1121148,546
2021-01-21,799022.0,266.0,1121148,546
2021-01-22,849898.0,280.0,1121148,546
2021-01-23,891471.0,301.0,1121148,546
2021-01-24,903399.0,308.0,1121148,546
2021-01-25,915376.0,315.0,1121148,546
2021-01-26,929831.0,329.0,1121148,546
2021-01-27,941654.0,336.0,1121148,546
2021-01-28,956725.0,350.0,1121148,546
2021-01-29,972349.0,364.0,1121148,546
2021-01-30,983479.0,371.0,1121148,546
2021-01-31,987805.0,378.0,1121148,546
2021-02-01,993468.0,378.0,1121148,546
2021-02-02,999362.0,385.0,1121148,546
2021-02-03,1005340.0,399.0,1121148,546
2021-02-04,1011374.0,406.0,1121148,546
2021-02-05,1017065.0,413.0,1121148,546
2021-02-06,1020950.0,420.0,1121148,546
2021-02-07,1022763.0,420.0,1121148,546
2021-02-08,1026018.0,427.0,1121148,546
2021-02-09,1029791.0,434.0,1121148,546
2021-02-10,1034383.0,441.0,1121148,546
2021-02-11,1038590.0,448.0,1121148,546
2021-02-12,1042678.0,455.0,1121148,546
2021-02-13,1045212.0,455.0,1121148,546
2021-02-14,1046164.0,455.0,1121148,546
2021-02-15,1047648.0,462.0,1121148,546
2021-02-16,1049076.0,462.0,1121148,546
2021-02-17,1050588.0,462.0,1121148,546
2021-02-18,1051974.0,469.0,1121148,546
2021-02-19,1053171.0,476.0,1121148,546
2021-02-20,1053850.0,476.0,1121148,546
2021-02-21,1054095.0,476.0,1121148,546
2021-02-22,1054634.0,476.0,1121148,546
2021-02-23,1055628.0,476.0,1121148,546
2021-02-24,1056671.0,483.0,1121148,546
2021-02-25,1057847.0,483.0,1121148,546
2021-02-26,1058953.0,483.0,1121148,546
2021-02-27,1059520.0,483.0,1121148,546
2021-02-28,1059688.0,490.0,1121148,546
2021-03-01,1060073.0,490.0,1121148,546
2021-03-02,1060654.0,490.0,1121148,546
2021-03-03,1061375.0,490.0,1121148,546
2021-03-04,1062180.0,490.0,1121148,546
2021-03-05,1063048.0,490.0,1121148,546
2021-03-06,1063559.0,497.0,1121148,546
2021-03-07,1063671.0,497.0,1121148,546
2021-03-08,1063951.0,497.0,1121148,546
2021-03-09,1064539.0,497.0,1121148,546
2021-03-10,1065113.0,497.0,1121148,546
2021-03-11,1065547.0,497.0,1121148,546
2021-03-12,1066079.0,504.0,1121148,546
2021-03-13,1066457.0,504.0,1121148,546
2021-03-14,1066590.0,504.0,1121148,546
2021-03-15,1066870.0,504.0,1121148,546
2021-03-16,1067220.0,504.0,1121148,546
2021-03-17,1067570.0,504.0,1121148,546
2021-03-18,1068011.0,504.0,1121148,546
2021-03-19,1068396.0,504.0,1121148,546
2021-03-20,1068690.0,504.0,1121148,546
2021-03-21,1068795.0,504.0,1121148,546
2021-03-22,1068998.0,504.0,1121148,546
2021-03-23,1069285.0,504.0,1121148,546
2021-03-24,1069621.0,504.0,1121148,546
2021-03-25,1070090.0,504.0,1121148,546
2021-03-26,1070559.0,504.0,1121148,546
2021-03-27,1070937.0,511.0,1121148,546
2021-03-28,1071077.0,511.0,1121148,546
2021-03-29,1071329.0,511.0,1121148,546
2021-03-30,1071763.0,511.0,1121148,546
2021-03-31,1072120.0,511.0,1121148,546
2021-04-01,1072512.0,511.0,1121148,546
2021-04-02,1072771.0,511.0,1121148,546
2021-04-03,1072960.0,511.0,1121148,546
2021-04-04,1073016.0,511.0,1121148,546
2021-04-05,1073051.0,511.0,1121148,546
2021-04-06,1073240.0,511.0,1121148,546
2021-04-07,1073632.0,511.0,1121148,546
