covid_vacc_date,1 Most deprived,2,3,4,5 Least deprived,Unknown,1 Most deprived_total,2_total,3_total,4_total,5 Least deprived_total,Unknown_total
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,245126,276241,325388,326011,310282,31150
2020-12-02,0.0,0.0,0.0,0.0,0.0,0.0,245126,276241,325388,326011,310282,31150
2020-12-06,0.0,0.0,0.0,0.0,0.0,0.0,245126,276241,325388,326011,310282,31150
2020-12-08,42.0,28.0,56.0,70.0,63.0,0.0,245126,276241,325388,326011,310282,31150
2020-12-09,126.0,105.0,154.0,168.0,168.0,7.0,245126,276241,325388,326011,310282,31150
2020-12-10,175.0,168.0,217.0,259.0,266.0,21.0,245126,276241,325388,326011,310282,31150
2020-12-11,224.0,245.0,301.0,336.0,364.0,21.0,245126,276241,325388,326011,310282,31150
2020-12-12,280.0,315.0,392.0,427.0,476.0,28.0,245126,276241,325388,326011,310282,31150
2020-12-13,322.0,364.0,469.0,504.0,525.0,42.0,245126,276241,325388,326011,310282,31150
2020-12-14,385.0,448.0,567.0,616.0,616.0,42.0,245126,276241,325388,326011,310282,31150
2020-12-15,469.0,560.0,728.0,777.0,791.0,56.0,245126,276241,325388,326011,310282,31150
2020-12-16,609.0,749.0,917.0,987.0,1008.0,77.0,245126,276241,325388,326011,310282,31150
2020-12-17,749.0,931.0,1148.0,1246.0,1323.0,98.0,245126,276241,325388,326011,310282,31150
2020-12-18,889.0,1092.0,1379.0,1484.0,1610.0,119.0,245126,276241,325388,326011,310282,31150
2020-12-19,994.0,1239.0,1554.0,1673.0,1869.0,133.0,245126,276241,325388,326011,310282,31150
2020-12-20,1141.0,1428.0,1806.0,2002.0,2198.0,182.0,245126,276241,325388,326011,310282,31150
2020-12-21,1386.0,1687.0,2135.0,2387.0,2590.0,224.0,245126,276241,325388,326011,310282,31150
2020-12-22,1540.0,1904.0,2436.0,2716.0,2947.0,259.0,245126,276241,325388,326011,310282,31150
2020-12-23,1771.0,2198.0,2793.0,3136.0,3367.0,301.0,245126,276241,325388,326011,310282,31150
2020-12-24,1869.0,2303.0,2968.0,3339.0,3591.0,322.0,245126,276241,325388,326011,310282,31150
2020-12-25,1869.0,2303.0,2975.0,3346.0,3598.0,322.0,245126,276241,325388,326011,310282,31150
2020-12-26,1876.0,2303.0,2975.0,3353.0,3605.0,322.0,245126,276241,325388,326011,310282,31150
2020-12-27,1911.0,2352.0,3017.0,3409.0,3675.0,329.0,245126,276241,325388,326011,310282,31150
2020-12-28,1953.0,2401.0,3094.0,3493.0,3766.0,336.0,245126,276241,325388,326011,310282,31150
2020-12-29,2107.0,2597.0,3339.0,3738.0,3976.0,371.0,245126,276241,325388,326011,310282,31150
2020-12-30,2499.0,3087.0,3927.0,4326.0,4557.0,413.0,245126,276241,325388,326011,310282,31150
2020-12-31,2891.0,3542.0,4452.0,4956.0,5145.0,462.0,245126,276241,325388,326011,310282,31150
2021-01-01,2968.0,3661.0,4592.0,5075.0,5292.0,483.0,245126,276241,325388,326011,310282,31150
2021-01-02,3087.0,3794.0,4753.0,5229.0,5453.0,497.0,245126,276241,325388,326011,310282,31150
2021-01-03,3157.0,3906.0,4865.0,5369.0,5593.0,504.0,245126,276241,325388,326011,310282,31150
2021-01-04,3304.0,4074.0,5096.0,5628.0,5887.0,525.0,245126,276241,325388,326011,310282,31150
2021-01-05,3577.0,4480.0,5565.0,6181.0,6419.0,574.0,245126,276241,325388,326011,310282,31150
2021-01-06,3948.0,4991.0,6265.0,6930.0,7091.0,630.0,245126,276241,325388,326011,310282,31150
2021-01-07,4592.0,5866.0,7301.0,7966.0,8148.0,714.0,245126,276241,325388,326011,310282,31150
2021-01-08,5243.0,6790.0,8414.0,9051.0,9289.0,819.0,245126,276241,325388,326011,310282,31150
2021-01-09,5845.0,7560.0,9394.0,10031.0,10367.0,903.0,245126,276241,325388,326011,310282,31150
2021-01-10,6181.0,8001.0,9912.0,10647.0,10997.0,973.0,245126,276241,325388,326011,310282,31150
2021-01-11,6685.0,8645.0,10703.0,11536.0,11921.0,1057.0,245126,276241,325388,326011,310282,31150
2021-01-12,7392.0,9562.0,11781.0,12586.0,12971.0,1169.0,245126,276241,325388,326011,310282,31150
