covid_vacc_date,no,yes,no_total,yes_total
2020-12-01,0.0,0.0,2061899,3045
2020-12-07,0.0,0.0,2061899,3045
2020-12-08,42.0,0.0,2061899,3045
2020-12-09,98.0,0.0,2061899,3045
2020-12-10,175.0,0.0,2061899,3045
2020-12-11,238.0,0.0,2061899,3045
2020-12-12,294.0,0.0,2061899,3045
2020-12-13,329.0,0.0,2061899,3045
2020-12-14,406.0,0.0,2061899,3045
2020-12-15,609.0,0.0,2061899,3045
2020-12-16,882.0,0.0,2061899,3045
2020-12-17,1505.0,0.0,2061899,3045
2020-12-18,2072.0,0.0,2061899,3045
2020-12-19,2744.0,0.0,2061899,3045
2020-12-20,3304.0,0.0,2061899,3045
2020-12-21,3969.0,0.0,2061899,3045
2020-12-22,4585.0,0.0,2061899,3045
2020-12-23,5299.0,0.0,2061899,3045
2020-12-24,5635.0,0.0,2061899,3045
2020-12-25,5635.0,0.0,2061899,3045
2020-12-26,5642.0,0.0,2061899,3045
2020-12-27,5663.0,0.0,2061899,3045
2020-12-28,5761.0,0.0,2061899,3045
2020-12-29,6202.0,0.0,2061899,3045
2020-12-30,8302.0,0.0,2061899,3045
2020-12-31,10493.0,14.0,2061899,3045
2021-01-01,11060.0,21.0,2061899,3045
2021-01-02,11809.0,21.0,2061899,3045
2021-01-03,11956.0,21.0,2061899,3045
2021-01-04,12166.0,21.0,2061899,3045
2021-01-05,12621.0,21.0,2061899,3045
2021-01-06,15288.0,28.0,2061899,3045
2021-01-07,24906.0,35.0,2061899,3045
2021-01-08,37660.0,63.0,2061899,3045
2021-01-09,48300.0,70.0,2061899,3045
2021-01-10,52857.0,77.0,2061899,3045
2021-01-11,56434.0,84.0,2061899,3045
2021-01-12,63812.0,91.0,2061899,3045
2021-01-13,80136.0,112.0,2061899,3045
2021-01-14,98833.0,147.0,2061899,3045
2021-01-15,121142.0,175.0,2061899,3045
2021-01-16,139433.0,189.0,2061899,3045
2021-01-17,147091.0,189.0,2061899,3045
2021-01-18,155309.0,217.0,2061899,3045
2021-01-19,190197.0,238.0,2061899,3045
2021-01-20,236341.0,280.0,2061899,3045
2021-01-21,289254.0,343.0,2061899,3045
2021-01-22,373142.0,455.0,2061899,3045
2021-01-23,478786.0,532.0,2061899,3045
2021-01-24,515886.0,553.0,2061899,3045
2021-01-25,547295.0,581.0,2061899,3045
2021-01-26,591577.0,630.0,2061899,3045
2021-01-27,636622.0,686.0,2061899,3045
2021-01-28,714224.0,770.0,2061899,3045
2021-01-29,833490.0,882.0,2061899,3045
2021-01-30,962836.0,987.0,2061899,3045
2021-01-31,1036658.0,1043.0,2061899,3045
2021-02-01,1097985.0,1099.0,2061899,3045
2021-02-02,1169217.0,1169.0,2061899,3045
2021-02-03,1260735.0,1281.0,2061899,3045
2021-02-04,1355858.0,1386.0,2061899,3045
2021-02-05,1444219.0,1505.0,2061899,3045
2021-02-06,1559236.0,1645.0,2061899,3045
2021-02-07,1616846.0,1715.0,2061899,3045
2021-02-08,1665216.0,1799.0,2061899,3045
2021-02-09,1724282.0,1904.0,2061899,3045
2021-02-10,1769236.0,2009.0,2061899,3045
2021-02-11,1811523.0,2114.0,2061899,3045
2021-02-12,1846922.0,2240.0,2061899,3045
2021-02-13,1877771.0,2331.0,2061899,3045
2021-02-14,1886850.0,2338.0,2061899,3045
2021-02-15,1894375.0,2366.0,2061899,3045
2021-02-16,1900815.0,2394.0,2061899,3045
2021-02-17,1906569.0,2415.0,2061899,3045
2021-02-18,1911077.0,2443.0,2061899,3045
2021-02-19,1914479.0,2471.0,2061899,3045
2021-02-20,1917503.0,2485.0,2061899,3045
2021-02-21,1918406.0,2492.0,2061899,3045
2021-02-22,1919855.0,2506.0,2061899,3045
2021-02-23,1922053.0,2520.0,2061899,3045
2021-02-24,1925007.0,2534.0,2061899,3045
2021-02-25,1928283.0,2569.0,2061899,3045
2021-02-26,1931328.0,2590.0,2061899,3045
2021-02-27,1933337.0,2604.0,2061899,3045
2021-02-28,1934107.0,2611.0,2061899,3045
2021-03-01,1934933.0,2618.0,2061899,3045
2021-03-02,1935927.0,2625.0,2061899,3045
2021-03-03,1937187.0,2646.0,2061899,3045
2021-03-04,1938986.0,2667.0,2061899,3045
2021-03-05,1941093.0,2681.0,2061899,3045
2021-03-06,1942640.0,2688.0,2061899,3045
2021-03-07,1943004.0,2695.0,2061899,3045
2021-03-08,1943683.0,2695.0,2061899,3045
2021-03-09,1944460.0,2702.0,2061899,3045
2021-03-10,1945293.0,2709.0,2061899,3045
2021-03-11,1946098.0,2716.0,2061899,3045
2021-03-12,1947211.0,2723.0,2061899,3045
2021-03-13,1948345.0,2737.0,2061899,3045
2021-03-14,1948758.0,2737.0,2061899,3045
2021-03-15,1949381.0,2744.0,2061899,3045
2021-03-16,1950074.0,2744.0,2061899,3045
2021-03-17,1950753.0,2758.0,2061899,3045
2021-03-18,1951537.0,2758.0,2061899,3045
2021-03-19,1952265.0,2765.0,2061899,3045
2021-03-20,1952965.0,2772.0,2061899,3045
2021-03-21,1953259.0,2772.0,2061899,3045
2021-03-22,1953658.0,2772.0,2061899,3045
2021-03-23,1954141.0,2779.0,2061899,3045
2021-03-24,1954715.0,2786.0,2061899,3045
2021-03-25,1955338.0,2786.0,2061899,3045
2021-03-26,1956003.0,2793.0,2061899,3045
2021-03-27,1956773.0,2793.0,2061899,3045
2021-03-28,1957095.0,2793.0,2061899,3045
2021-03-29,1957501.0,2800.0,2061899,3045
2021-03-30,1957998.0,2800.0,2061899,3045
2021-03-31,1958607.0,2800.0,2061899,3045
2021-04-01,1959104.0,2807.0,2061899,3045
2021-04-02,1959433.0,2807.0,2061899,3045
2021-04-03,1959650.0,2807.0,2061899,3045
2021-04-04,1959741.0,2807.0,2061899,3045
2021-04-05,1959797.0,2807.0,2061899,3045
2021-04-06,1960091.0,2807.0,2061899,3045
2021-04-07,1960511.0,2807.0,2061899,3045
2021-04-08,1961036.0,2814.0,2061899,3045
2021-04-09,1961519.0,2814.0,2061899,3045
2021-04-10,1962009.0,2814.0,2061899,3045
2021-04-11,1962240.0,2814.0,2061899,3045
2021-04-12,1962499.0,2821.0,2061899,3045
2021-04-13,1962835.0,2821.0,2061899,3045
2021-04-14,1963178.0,2821.0,2061899,3045
