covid_vacc_date,no,yes,no_total,yes_total
2020-12-01,7.0,0.0,2985941,38094
2020-12-02,14.0,0.0,2985941,38094
2020-12-03,21.0,0.0,2985941,38094
2020-12-04,28.0,0.0,2985941,38094
2020-12-05,28.0,0.0,2985941,38094
2020-12-07,35.0,0.0,2985941,38094
2020-12-08,371.0,0.0,2985941,38094
2020-12-09,917.0,0.0,2985941,38094
2020-12-10,1505.0,7.0,2985941,38094
2020-12-11,2093.0,14.0,2985941,38094
2020-12-12,2793.0,14.0,2985941,38094
2020-12-13,3283.0,14.0,2985941,38094
2020-12-14,3948.0,21.0,2985941,38094
2020-12-15,5019.0,21.0,2985941,38094
2020-12-16,6293.0,35.0,2985941,38094
2020-12-17,7840.0,42.0,2985941,38094
2020-12-18,9387.0,56.0,2985941,38094
2020-12-19,10682.0,63.0,2985941,38094
2020-12-20,12467.0,77.0,2985941,38094
2020-12-21,14693.0,77.0,2985941,38094
2020-12-22,16632.0,91.0,2985941,38094
2020-12-23,19250.0,105.0,2985941,38094
2020-12-24,20552.0,112.0,2985941,38094
2020-12-25,20559.0,112.0,2985941,38094
2020-12-26,20629.0,112.0,2985941,38094
2020-12-27,21077.0,112.0,2985941,38094
2020-12-28,21784.0,119.0,2985941,38094
2020-12-29,23653.0,133.0,2985941,38094
2020-12-30,27727.0,154.0,2985941,38094
2020-12-31,31738.0,182.0,2985941,38094
2021-01-01,32774.0,189.0,2985941,38094
2021-01-02,34139.0,196.0,2985941,38094
2021-01-03,35336.0,203.0,2985941,38094
2021-01-04,37296.0,217.0,2985941,38094
2021-01-05,40936.0,238.0,2985941,38094
2021-01-06,45920.0,259.0,2985941,38094
2021-01-07,53081.0,315.0,2985941,38094
2021-01-08,60613.0,385.0,2985941,38094
2021-01-09,67368.0,420.0,2985941,38094
2021-01-10,71652.0,448.0,2985941,38094
2021-01-11,77805.0,490.0,2985941,38094
2021-01-12,85603.0,546.0,2985941,38094
