covid_vacc_date,Black,Mixed,Other,South Asian,Unknown,White,Black_total,Mixed_total,Other_total,South Asian_total,Unknown_total,White_total
2021-08-04,0.0,0.0,0.0,0.0,7.0,35.0,41258,37891,32739,113365,89698,868980
2021-08-05,0.0,0.0,7.0,0.0,14.0,70.0,41258,37891,32739,113365,89698,868980
2021-08-06,0.0,0.0,14.0,0.0,21.0,105.0,41258,37891,32739,113365,89698,868980
2021-08-07,0.0,7.0,21.0,7.0,21.0,161.0,41258,37891,32739,113365,89698,868980
2021-08-08,0.0,7.0,28.0,7.0,28.0,182.0,41258,37891,32739,113365,89698,868980
2021-08-09,0.0,7.0,35.0,7.0,35.0,203.0,41258,37891,32739,113365,89698,868980
2021-08-10,0.0,14.0,42.0,14.0,35.0,252.0,41258,37891,32739,113365,89698,868980
2021-08-11,0.0,14.0,49.0,14.0,49.0,322.0,41258,37891,32739,113365,89698,868980
2021-08-12,0.0,14.0,56.0,14.0,49.0,378.0,41258,37891,32739,113365,89698,868980
2021-08-13,0.0,21.0,63.0,21.0,56.0,434.0,41258,37891,32739,113365,89698,868980
2021-08-14,7.0,21.0,63.0,28.0,63.0,483.0,41258,37891,32739,113365,89698,868980
2021-08-15,7.0,21.0,70.0,35.0,63.0,504.0,41258,37891,32739,113365,89698,868980
2021-08-16,7.0,21.0,77.0,35.0,70.0,532.0,41258,37891,32739,113365,89698,868980
2021-08-17,7.0,28.0,77.0,49.0,77.0,609.0,41258,37891,32739,113365,89698,868980
2021-08-18,7.0,35.0,91.0,56.0,91.0,805.0,41258,37891,32739,113365,89698,868980
2021-08-19,7.0,35.0,98.0,70.0,98.0,959.0,41258,37891,32739,113365,89698,868980
2021-08-20,7.0,42.0,105.0,77.0,105.0,1106.0,41258,37891,32739,113365,89698,868980
2021-08-21,14.0,56.0,119.0,112.0,119.0,1435.0,41258,37891,32739,113365,89698,868980
2021-08-22,21.0,56.0,133.0,126.0,126.0,1617.0,41258,37891,32739,113365,89698,868980
2021-08-23,28.0,70.0,140.0,147.0,140.0,1827.0,41258,37891,32739,113365,89698,868980
2021-08-24,35.0,77.0,154.0,161.0,161.0,2184.0,41258,37891,32739,113365,89698,868980
2021-08-25,42.0,105.0,154.0,182.0,189.0,2702.0,41258,37891,32739,113365,89698,868980
2021-08-26,56.0,112.0,168.0,203.0,210.0,3164.0,41258,37891,32739,113365,89698,868980
2021-08-27,63.0,119.0,182.0,231.0,217.0,3521.0,41258,37891,32739,113365,89698,868980
2021-08-28,70.0,133.0,189.0,259.0,238.0,3906.0,41258,37891,32739,113365,89698,868980
2021-08-29,70.0,133.0,189.0,280.0,245.0,4158.0,41258,37891,32739,113365,89698,868980
2021-08-30,77.0,140.0,196.0,280.0,252.0,4291.0,41258,37891,32739,113365,89698,868980
2021-08-31,77.0,147.0,196.0,301.0,266.0,4592.0,41258,37891,32739,113365,89698,868980
2021-09-01,84.0,161.0,210.0,343.0,273.0,4942.0,41258,37891,32739,113365,89698,868980
2021-09-02,91.0,175.0,217.0,364.0,287.0,5369.0,41258,37891,32739,113365,89698,868980
2021-09-03,98.0,182.0,217.0,364.0,301.0,5698.0,41258,37891,32739,113365,89698,868980
2021-09-04,105.0,196.0,231.0,392.0,322.0,6195.0,41258,37891,32739,113365,89698,868980
2021-09-05,105.0,196.0,231.0,413.0,329.0,6433.0,41258,37891,32739,113365,89698,868980
