covid_vacc_date,no,yes,no_total,yes_total
2020-12-04,0.0,0.0,1059639,11641
2020-12-08,56.0,0.0,1059639,11641
2020-12-09,168.0,0.0,1059639,11641
2020-12-10,280.0,0.0,1059639,11641
2020-12-11,399.0,0.0,1059639,11641
2020-12-12,490.0,0.0,1059639,11641
2020-12-13,574.0,0.0,1059639,11641
2020-12-14,672.0,0.0,1059639,11641
2020-12-15,889.0,0.0,1059639,11641
2020-12-16,1113.0,0.0,1059639,11641
2020-12-17,1400.0,7.0,1059639,11641
2020-12-18,1722.0,7.0,1059639,11641
2020-12-19,2030.0,7.0,1059639,11641
2020-12-20,2380.0,14.0,1059639,11641
2020-12-21,2793.0,14.0,1059639,11641
2020-12-22,3192.0,14.0,1059639,11641
2020-12-23,3696.0,14.0,1059639,11641
2020-12-24,3941.0,14.0,1059639,11641
2020-12-25,3941.0,14.0,1059639,11641
2020-12-26,3948.0,14.0,1059639,11641
2020-12-27,4011.0,14.0,1059639,11641
2020-12-28,4123.0,14.0,1059639,11641
2020-12-29,4445.0,21.0,1059639,11641
2020-12-30,5250.0,28.0,1059639,11641
2020-12-31,6062.0,28.0,1059639,11641
2021-01-01,6237.0,35.0,1059639,11641
2021-01-02,6419.0,35.0,1059639,11641
2021-01-03,6552.0,35.0,1059639,11641
2021-01-04,6832.0,35.0,1059639,11641
2021-01-05,7364.0,42.0,1059639,11641
2021-01-06,8197.0,42.0,1059639,11641
2021-01-07,9569.0,49.0,1059639,11641
2021-01-08,11109.0,70.0,1059639,11641
2021-01-09,12537.0,70.0,1059639,11641
2021-01-10,13258.0,77.0,1059639,11641
2021-01-11,14105.0,91.0,1059639,11641
2021-01-12,15302.0,105.0,1059639,11641
2021-01-13,16835.0,112.0,1059639,11641
2021-01-14,18669.0,147.0,1059639,11641
2021-01-15,20790.0,161.0,1059639,11641
2021-01-16,22617.0,175.0,1059639,11641
2021-01-17,23779.0,182.0,1059639,11641
2021-01-18,25032.0,196.0,1059639,11641
2021-01-19,26852.0,210.0,1059639,11641
2021-01-20,29064.0,252.0,1059639,11641
2021-01-21,31696.0,287.0,1059639,11641
2021-01-22,35455.0,329.0,1059639,11641
2021-01-23,38675.0,364.0,1059639,11641
2021-01-24,40579.0,378.0,1059639,11641
2021-01-25,42413.0,392.0,1059639,11641
2021-01-26,44688.0,413.0,1059639,11641
2021-01-27,47376.0,448.0,1059639,11641
2021-01-28,51072.0,483.0,1059639,11641
2021-01-29,55580.0,539.0,1059639,11641
2021-01-30,59220.0,567.0,1059639,11641
2021-01-31,62972.0,595.0,1059639,11641
2021-02-01,68621.0,651.0,1059639,11641
2021-02-02,74466.0,721.0,1059639,11641
2021-02-03,82474.0,805.0,1059639,11641
2021-02-04,92645.0,903.0,1059639,11641
2021-02-05,103880.0,1043.0,1059639,11641
2021-02-06,120015.0,1183.0,1059639,11641
2021-02-07,129255.0,1281.0,1059639,11641
2021-02-08,140987.0,1393.0,1059639,11641
2021-02-09,168119.0,1603.0,1059639,11641
2021-02-10,212058.0,1974.0,1059639,11641
2021-02-11,275240.0,2499.0,1059639,11641
2021-02-12,348012.0,3136.0,1059639,11641
2021-02-13,432124.0,3892.0,1059639,11641
2021-02-14,468825.0,4144.0,1059639,11641
2021-02-15,508837.0,4459.0,1059639,11641
2021-02-16,561764.0,4921.0,1059639,11641
2021-02-17,620963.0,5453.0,1059639,11641
2021-02-18,666897.0,5922.0,1059639,11641
2021-02-19,702583.0,6258.0,1059639,11641
2021-02-20,733418.0,6566.0,1059639,11641
2021-02-21,745192.0,6692.0,1059639,11641
2021-02-22,761684.0,6874.0,1059639,11641
2021-02-23,780465.0,7084.0,1059639,11641
2021-02-24,805469.0,7371.0,1059639,11641
2021-02-25,828667.0,7651.0,1059639,11641
2021-02-26,851480.0,7945.0,1059639,11641
2021-02-27,867195.0,8127.0,1059639,11641
2021-02-28,875546.0,8204.0,1059639,11641
2021-03-01,880747.0,8274.0,1059639,11641
2021-03-02,886270.0,8344.0,1059639,11641
2021-03-03,892745.0,8449.0,1059639,11641
2021-03-04,901964.0,8582.0,1059639,11641
2021-03-05,911435.0,8722.0,1059639,11641
2021-03-06,919898.0,8848.0,1059639,11641
2021-03-07,921949.0,8876.0,1059639,11641
2021-03-08,925267.0,8932.0,1059639,11641
2021-03-09,928368.0,8988.0,1059639,11641
2021-03-10,931266.0,9051.0,1059639,11641
2021-03-11,933982.0,9107.0,1059639,11641
