covid_vacc_date,no,yes,no_total,yes_total
2020-12-08,161.0,0.0,1261218,14700
2020-12-09,525.0,0.0,1261218,14700
2020-12-10,875.0,0.0,1261218,14700
2020-12-11,1211.0,0.0,1261218,14700
2020-12-12,1477.0,0.0,1261218,14700
2020-12-13,1715.0,0.0,1261218,14700
2020-12-14,2009.0,0.0,1261218,14700
2020-12-15,2492.0,7.0,1261218,14700
2020-12-16,3115.0,14.0,1261218,14700
2020-12-17,3955.0,14.0,1261218,14700
2020-12-18,4732.0,14.0,1261218,14700
2020-12-19,5446.0,21.0,1261218,14700
2020-12-20,6363.0,21.0,1261218,14700
2020-12-21,7490.0,28.0,1261218,14700
2020-12-22,8463.0,28.0,1261218,14700
2020-12-23,9751.0,35.0,1261218,14700
2020-12-24,10388.0,42.0,1261218,14700
2020-12-25,10395.0,42.0,1261218,14700
2020-12-26,10409.0,42.0,1261218,14700
2020-12-27,10584.0,42.0,1261218,14700
2020-12-28,10906.0,42.0,1261218,14700
2020-12-29,11683.0,49.0,1261218,14700
2020-12-30,13643.0,63.0,1261218,14700
2020-12-31,15456.0,84.0,1261218,14700
2021-01-01,15932.0,91.0,1261218,14700
2021-01-02,16422.0,98.0,1261218,14700
2021-01-03,16842.0,98.0,1261218,14700
2021-01-04,17633.0,98.0,1261218,14700
2021-01-05,19152.0,105.0,1261218,14700
2021-01-06,21434.0,112.0,1261218,14700
2021-01-07,24906.0,140.0,1261218,14700
2021-01-08,28483.0,175.0,1261218,14700
2021-01-09,31584.0,196.0,1261218,14700
2021-01-10,33264.0,210.0,1261218,14700
2021-01-11,35770.0,224.0,1261218,14700
2021-01-12,38864.0,252.0,1261218,14700
2021-01-13,42455.0,280.0,1261218,14700
2021-01-14,46557.0,322.0,1261218,14700
2021-01-15,51240.0,378.0,1261218,14700
2021-01-16,55244.0,413.0,1261218,14700
2021-01-17,57953.0,427.0,1261218,14700
2021-01-18,61019.0,448.0,1261218,14700
2021-01-19,64764.0,476.0,1261218,14700
2021-01-20,68845.0,504.0,1261218,14700
2021-01-21,73059.0,553.0,1261218,14700
2021-01-22,78183.0,609.0,1261218,14700
2021-01-23,82348.0,658.0,1261218,14700
2021-01-24,84987.0,679.0,1261218,14700
2021-01-25,87696.0,714.0,1261218,14700
2021-01-26,90944.0,742.0,1261218,14700
2021-01-27,94101.0,777.0,1261218,14700
2021-01-28,97433.0,812.0,1261218,14700
2021-01-29,101479.0,847.0,1261218,14700
2021-01-30,104678.0,868.0,1261218,14700
2021-01-31,107065.0,882.0,1261218,14700
2021-02-01,109333.0,903.0,1261218,14700
2021-02-02,112063.0,924.0,1261218,14700
2021-02-03,115185.0,966.0,1261218,14700
2021-02-04,118734.0,1008.0,1261218,14700
2021-02-05,122304.0,1057.0,1261218,14700
2021-02-06,125818.0,1092.0,1261218,14700
2021-02-07,127988.0,1106.0,1261218,14700
2021-02-08,129983.0,1141.0,1261218,14700
2021-02-09,133000.0,1204.0,1261218,14700
2021-02-10,137963.0,1274.0,1261218,14700
2021-02-11,145488.0,1379.0,1261218,14700
2021-02-12,156114.0,1554.0,1261218,14700
2021-02-13,168119.0,1757.0,1261218,14700
2021-02-14,173621.0,1834.0,1261218,14700
2021-02-15,179571.0,1911.0,1261218,14700
2021-02-16,198380.0,2240.0,1261218,14700
2021-02-17,230125.0,2835.0,1261218,14700
2021-02-18,258433.0,3451.0,1261218,14700
2021-02-19,280378.0,3864.0,1261218,14700
2021-02-20,302904.0,4249.0,1261218,14700
2021-02-21,310758.0,4368.0,1261218,14700
2021-02-22,319592.0,4522.0,1261218,14700
2021-02-23,340746.0,4963.0,1261218,14700
2021-02-24,374773.0,5488.0,1261218,14700
2021-02-25,414113.0,6125.0,1261218,14700
2021-02-26,458829.0,6762.0,1261218,14700
2021-02-27,494389.0,7224.0,1261218,14700
2021-02-28,514920.0,7385.0,1261218,14700
2021-03-01,535423.0,7525.0,1261218,14700
2021-03-02,561106.0,7707.0,1261218,14700
2021-03-03,594552.0,7959.0,1261218,14700
2021-03-04,641067.0,8358.0,1261218,14700
2021-03-05,686714.0,8785.0,1261218,14700
2021-03-06,734300.0,9177.0,1261218,14700
2021-03-07,757071.0,9310.0,1261218,14700
2021-03-08,784826.0,9485.0,1261218,14700
2021-03-09,809438.0,9674.0,1261218,14700
2021-03-10,834337.0,9849.0,1261218,14700
2021-03-11,858452.0,10003.0,1261218,14700
2021-03-12,890659.0,10234.0,1261218,14700
2021-03-13,931756.0,10500.0,1261218,14700
2021-03-14,952623.0,10612.0,1261218,14700
2021-03-15,975856.0,10766.0,1261218,14700
2021-03-16,995715.0,10927.0,1261218,14700
2021-03-17,1012249.0,11032.0,1261218,14700
2021-03-18,1028951.0,11172.0,1261218,14700
2021-03-19,1046920.0,11305.0,1261218,14700
2021-03-20,1066562.0,11438.0,1261218,14700
2021-03-21,1074668.0,11487.0,1261218,14700
2021-03-22,1081647.0,11543.0,1261218,14700
2021-03-23,1087611.0,11606.0,1261218,14700
2021-03-24,1093701.0,11683.0,1261218,14700
2021-03-25,1099294.0,11739.0,1261218,14700
2021-03-26,1105174.0,11823.0,1261218,14700
2021-03-27,1112167.0,11907.0,1261218,14700
2021-03-28,1115450.0,11942.0,1261218,14700
2021-03-29,1118404.0,11984.0,1261218,14700
2021-03-30,1121099.0,12019.0,1261218,14700
2021-03-31,1123479.0,12047.0,1261218,14700
2021-04-01,1124956.0,12075.0,1261218,14700
2021-04-02,1125817.0,12082.0,1261218,14700
2021-04-03,1126867.0,12096.0,1261218,14700
2021-04-04,1127329.0,12103.0,1261218,14700
2021-04-05,1127595.0,12103.0,1261218,14700
2021-04-06,1128162.0,12117.0,1261218,14700
2021-04-07,1129072.0,12131.0,1261218,14700
2021-04-08,1130003.0,12145.0,1261218,14700
2021-04-09,1131018.0,12159.0,1261218,14700
2021-04-10,1131851.0,12173.0,1261218,14700
2021-04-11,1132215.0,12180.0,1261218,14700
2021-04-12,1132551.0,12180.0,1261218,14700
2021-04-13,1132908.0,12194.0,1261218,14700
2021-04-14,1133223.0,12208.0,1261218,14700
