covid_vacc_date,Black,Mixed,Other,South Asian,Unknown,White,Black_total,Mixed_total,Other_total,South Asian_total,Unknown_total,White_total
2020-12-02,0.0,0.0,0.0,0.0,0.0,0.0,10899,4977,12082,43806,93541,907459
2020-12-03,0.0,0.0,0.0,0.0,0.0,0.0,10899,4977,12082,43806,93541,907459
2020-12-04,0.0,0.0,0.0,0.0,0.0,7.0,10899,4977,12082,43806,93541,907459
2020-12-08,0.0,0.0,0.0,0.0,7.0,56.0,10899,4977,12082,43806,93541,907459
2020-12-09,0.0,0.0,0.0,7.0,14.0,154.0,10899,4977,12082,43806,93541,907459
2020-12-10,0.0,0.0,0.0,14.0,21.0,252.0,10899,4977,12082,43806,93541,907459
2020-12-11,0.0,0.0,0.0,21.0,28.0,364.0,10899,4977,12082,43806,93541,907459
2020-12-12,7.0,0.0,0.0,28.0,35.0,441.0,10899,4977,12082,43806,93541,907459
2020-12-13,7.0,0.0,0.0,35.0,42.0,504.0,10899,4977,12082,43806,93541,907459
2020-12-14,14.0,7.0,0.0,42.0,56.0,588.0,10899,4977,12082,43806,93541,907459
2020-12-15,14.0,7.0,14.0,56.0,77.0,770.0,10899,4977,12082,43806,93541,907459
2020-12-16,21.0,14.0,14.0,70.0,98.0,952.0,10899,4977,12082,43806,93541,907459
2020-12-17,28.0,14.0,21.0,91.0,119.0,1190.0,10899,4977,12082,43806,93541,907459
2020-12-18,35.0,21.0,21.0,119.0,147.0,1449.0,10899,4977,12082,43806,93541,907459
2020-12-19,35.0,21.0,28.0,140.0,168.0,1708.0,10899,4977,12082,43806,93541,907459
2020-12-20,42.0,28.0,28.0,175.0,189.0,1988.0,10899,4977,12082,43806,93541,907459
2020-12-21,49.0,28.0,35.0,210.0,224.0,2324.0,10899,4977,12082,43806,93541,907459
2020-12-22,49.0,35.0,42.0,252.0,252.0,2646.0,10899,4977,12082,43806,93541,907459
2020-12-23,56.0,35.0,49.0,322.0,280.0,3038.0,10899,4977,12082,43806,93541,907459
2020-12-24,63.0,35.0,49.0,357.0,301.0,3220.0,10899,4977,12082,43806,93541,907459
2020-12-25,63.0,35.0,49.0,357.0,301.0,3220.0,10899,4977,12082,43806,93541,907459
2020-12-26,63.0,35.0,49.0,357.0,301.0,3227.0,10899,4977,12082,43806,93541,907459
2020-12-27,63.0,42.0,49.0,364.0,308.0,3276.0,10899,4977,12082,43806,93541,907459
2020-12-28,63.0,42.0,56.0,371.0,315.0,3367.0,10899,4977,12082,43806,93541,907459
2020-12-29,70.0,42.0,56.0,406.0,343.0,3626.0,10899,4977,12082,43806,93541,907459
2020-12-30,77.0,49.0,70.0,476.0,392.0,4284.0,10899,4977,12082,43806,93541,907459
2020-12-31,84.0,56.0,84.0,553.0,469.0,4914.0,10899,4977,12082,43806,93541,907459
2021-01-01,91.0,56.0,84.0,567.0,490.0,5061.0,10899,4977,12082,43806,93541,907459
2021-01-02,98.0,56.0,91.0,581.0,504.0,5201.0,10899,4977,12082,43806,93541,907459
2021-01-03,98.0,56.0,91.0,588.0,518.0,5306.0,10899,4977,12082,43806,93541,907459
2021-01-04,105.0,63.0,98.0,602.0,532.0,5551.0,10899,4977,12082,43806,93541,907459
2021-01-05,105.0,70.0,105.0,630.0,574.0,5999.0,10899,4977,12082,43806,93541,907459
2021-01-06,119.0,77.0,119.0,679.0,651.0,6685.0,10899,4977,12082,43806,93541,907459
2021-01-07,133.0,84.0,133.0,840.0,763.0,7763.0,10899,4977,12082,43806,93541,907459
2021-01-08,154.0,91.0,161.0,987.0,896.0,9002.0,10899,4977,12082,43806,93541,907459
2021-01-09,182.0,98.0,182.0,1092.0,1001.0,10192.0,10899,4977,12082,43806,93541,907459
2021-01-10,182.0,98.0,196.0,1148.0,1043.0,10773.0,10899,4977,12082,43806,93541,907459
2021-01-11,196.0,105.0,210.0,1197.0,1106.0,11508.0,10899,4977,12082,43806,93541,907459
2021-01-12,217.0,119.0,224.0,1260.0,1190.0,12551.0,10899,4977,12082,43806,93541,907459
2021-01-13,252.0,126.0,245.0,1344.0,1316.0,13839.0,10899,4977,12082,43806,93541,907459
2021-01-14,287.0,140.0,273.0,1442.0,1463.0,15386.0,10899,4977,12082,43806,93541,907459
2021-01-15,308.0,147.0,287.0,1561.0,1610.0,17227.0,10899,4977,12082,43806,93541,907459
2021-01-16,322.0,161.0,308.0,1708.0,1743.0,18753.0,10899,4977,12082,43806,93541,907459
2021-01-17,343.0,161.0,322.0,1757.0,1813.0,19761.0,10899,4977,12082,43806,93541,907459
2021-01-18,364.0,168.0,336.0,1820.0,1918.0,20825.0,10899,4977,12082,43806,93541,907459
2021-01-19,392.0,182.0,364.0,1946.0,2051.0,22337.0,10899,4977,12082,43806,93541,907459
