covid_vacc_date,1 Most deprived,2,3,4,5 Least deprived,Unknown,1 Most deprived_total,2_total,3_total,4_total,5 Least deprived_total,Unknown_total
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,243726,186697,156548,122675,95375,19845
2020-12-03,0.0,0.0,0.0,0.0,0.0,0.0,243726,186697,156548,122675,95375,19845
2020-12-08,35.0,42.0,35.0,42.0,42.0,7.0,243726,186697,156548,122675,95375,19845
2020-12-09,98.0,84.0,77.0,98.0,77.0,14.0,243726,186697,156548,122675,95375,19845
2020-12-10,168.0,154.0,147.0,147.0,126.0,28.0,243726,186697,156548,122675,95375,19845
2020-12-11,238.0,203.0,203.0,196.0,182.0,35.0,243726,186697,156548,122675,95375,19845
2020-12-12,294.0,266.0,266.0,259.0,245.0,49.0,243726,186697,156548,122675,95375,19845
2020-12-13,329.0,301.0,308.0,294.0,273.0,49.0,243726,186697,156548,122675,95375,19845
2020-12-14,378.0,357.0,364.0,343.0,315.0,56.0,243726,186697,156548,122675,95375,19845
2020-12-15,476.0,434.0,455.0,420.0,392.0,63.0,243726,186697,156548,122675,95375,19845
2020-12-16,581.0,504.0,553.0,504.0,469.0,70.0,243726,186697,156548,122675,95375,19845
2020-12-17,693.0,595.0,672.0,602.0,567.0,84.0,243726,186697,156548,122675,95375,19845
2020-12-18,791.0,714.0,791.0,714.0,651.0,105.0,243726,186697,156548,122675,95375,19845
2020-12-19,875.0,784.0,875.0,798.0,742.0,112.0,243726,186697,156548,122675,95375,19845
2020-12-20,987.0,903.0,959.0,882.0,819.0,133.0,243726,186697,156548,122675,95375,19845
2020-12-21,1183.0,1036.0,1078.0,1008.0,917.0,161.0,243726,186697,156548,122675,95375,19845
2020-12-22,1323.0,1190.0,1197.0,1155.0,1029.0,196.0,243726,186697,156548,122675,95375,19845
2020-12-23,1533.0,1372.0,1358.0,1302.0,1148.0,217.0,243726,186697,156548,122675,95375,19845
2020-12-24,1617.0,1463.0,1442.0,1386.0,1218.0,231.0,243726,186697,156548,122675,95375,19845
2020-12-25,1617.0,1463.0,1442.0,1386.0,1218.0,231.0,243726,186697,156548,122675,95375,19845
2020-12-26,1624.0,1470.0,1442.0,1386.0,1218.0,231.0,243726,186697,156548,122675,95375,19845
2020-12-27,1638.0,1491.0,1456.0,1400.0,1232.0,231.0,243726,186697,156548,122675,95375,19845
2020-12-28,1680.0,1533.0,1484.0,1428.0,1274.0,231.0,243726,186697,156548,122675,95375,19845
2020-12-29,1806.0,1638.0,1596.0,1484.0,1344.0,245.0,243726,186697,156548,122675,95375,19845
2020-12-30,2128.0,1939.0,1918.0,1736.0,1512.0,280.0,243726,186697,156548,122675,95375,19845
2020-12-31,2492.0,2198.0,2163.0,1967.0,1687.0,308.0,243726,186697,156548,122675,95375,19845
2021-01-01,2562.0,2261.0,2233.0,2023.0,1736.0,315.0,243726,186697,156548,122675,95375,19845
2021-01-02,2632.0,2352.0,2289.0,2079.0,1771.0,322.0,243726,186697,156548,122675,95375,19845
2021-01-03,2674.0,2394.0,2338.0,2121.0,1806.0,329.0,243726,186697,156548,122675,95375,19845
2021-01-04,2772.0,2513.0,2415.0,2219.0,1890.0,336.0,243726,186697,156548,122675,95375,19845
2021-01-05,2954.0,2695.0,2632.0,2380.0,2037.0,371.0,243726,186697,156548,122675,95375,19845
2021-01-06,3178.0,2996.0,2870.0,2583.0,2205.0,413.0,243726,186697,156548,122675,95375,19845
2021-01-07,3647.0,3423.0,3227.0,2933.0,2450.0,455.0,243726,186697,156548,122675,95375,19845
2021-01-08,4263.0,3934.0,3682.0,3269.0,2737.0,504.0,243726,186697,156548,122675,95375,19845
2021-01-09,4739.0,4424.0,4102.0,3647.0,3024.0,560.0,243726,186697,156548,122675,95375,19845
2021-01-10,4942.0,4627.0,4319.0,3843.0,3185.0,588.0,243726,186697,156548,122675,95375,19845
2021-01-11,5383.0,5012.0,4683.0,4137.0,3402.0,637.0,243726,186697,156548,122675,95375,19845
2021-01-12,5943.0,5453.0,5089.0,4480.0,3654.0,700.0,243726,186697,156548,122675,95375,19845
2021-01-13,6468.0,6006.0,5488.0,4851.0,3955.0,756.0,243726,186697,156548,122675,95375,19845
2021-01-14,7126.0,6531.0,6069.0,5243.0,4326.0,819.0,243726,186697,156548,122675,95375,19845
2021-01-15,8092.0,7322.0,6832.0,5831.0,4760.0,903.0,243726,186697,156548,122675,95375,19845
2021-01-16,8757.0,7945.0,7399.0,6370.0,5208.0,966.0,243726,186697,156548,122675,95375,19845
2021-01-17,9135.0,8260.0,7784.0,6692.0,5502.0,1008.0,243726,186697,156548,122675,95375,19845
2021-01-18,9688.0,8694.0,8190.0,7000.0,5761.0,1050.0,243726,186697,156548,122675,95375,19845
2021-01-19,10402.0,9436.0,8862.0,7567.0,6146.0,1120.0,243726,186697,156548,122675,95375,19845
2021-01-20,11508.0,10374.0,9716.0,8351.0,6713.0,1218.0,243726,186697,156548,122675,95375,19845
2021-01-21,13153.0,11487.0,10906.0,9331.0,7448.0,1365.0,243726,186697,156548,122675,95375,19845
2021-01-22,15288.0,13370.0,12572.0,10780.0,8421.0,1540.0,243726,186697,156548,122675,95375,19845
2021-01-23,17227.0,15113.0,14294.0,12544.0,9695.0,1750.0,243726,186697,156548,122675,95375,19845
2021-01-24,17955.0,15890.0,15281.0,13370.0,10437.0,1890.0,243726,186697,156548,122675,95375,19845
2021-01-25,18907.0,16786.0,16016.0,14070.0,10885.0,1967.0,243726,186697,156548,122675,95375,19845
2021-01-26,20216.0,18179.0,17290.0,15120.0,11536.0,2100.0,243726,186697,156548,122675,95375,19845
2021-01-27,21637.0,19705.0,18613.0,16359.0,12439.0,2261.0,243726,186697,156548,122675,95375,19845
2021-01-28,24395.0,22134.0,20867.0,18431.0,14497.0,2499.0,243726,186697,156548,122675,95375,19845
2021-01-29,27356.0,25144.0,23891.0,20888.0,16331.0,2765.0,243726,186697,156548,122675,95375,19845
2021-01-30,30646.0,28497.0,27391.0,24500.0,19607.0,3185.0,243726,186697,156548,122675,95375,19845
2021-01-31,32725.0,30709.0,29645.0,26173.0,21210.0,3395.0,243726,186697,156548,122675,95375,19845
2021-02-01,34720.0,32886.0,31948.0,28301.0,23051.0,3577.0,243726,186697,156548,122675,95375,19845
2021-02-02,37681.0,36057.0,35000.0,30821.0,25130.0,3857.0,243726,186697,156548,122675,95375,19845
2021-02-03,42056.0,40278.0,39466.0,34769.0,28735.0,4312.0,243726,186697,156548,122675,95375,19845
2021-02-04,48048.0,45640.0,44716.0,39158.0,32515.0,4879.0,243726,186697,156548,122675,95375,19845
2021-02-05,54236.0,51086.0,50239.0,43981.0,36260.0,5453.0,243726,186697,156548,122675,95375,19845
2021-02-06,62279.0,59437.0,59101.0,52003.0,43939.0,6461.0,243726,186697,156548,122675,95375,19845
2021-02-07,66003.0,63119.0,63245.0,55510.0,47159.0,6944.0,243726,186697,156548,122675,95375,19845
2021-02-08,70252.0,67298.0,66857.0,58695.0,49812.0,7350.0,243726,186697,156548,122675,95375,19845
