covid_vacc_date,1 Most deprived,2,3,4,5 Least deprived,Unknown,1 Most deprived_total,2_total,3_total,4_total,5 Least deprived_total,Unknown_total
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,245280,275737,322966,324135,309988,29967
2020-12-06,0.0,0.0,0.0,0.0,0.0,0.0,245280,275737,322966,324135,309988,29967
2020-12-08,42.0,28.0,56.0,70.0,63.0,0.0,245280,275737,322966,324135,309988,29967
2020-12-09,119.0,105.0,147.0,168.0,161.0,7.0,245280,275737,322966,324135,309988,29967
2020-12-10,175.0,168.0,217.0,252.0,259.0,21.0,245280,275737,322966,324135,309988,29967
2020-12-11,224.0,238.0,301.0,336.0,357.0,21.0,245280,275737,322966,324135,309988,29967
2020-12-12,273.0,308.0,392.0,420.0,469.0,35.0,245280,275737,322966,324135,309988,29967
2020-12-13,315.0,357.0,462.0,504.0,518.0,42.0,245280,275737,322966,324135,309988,29967
2020-12-14,378.0,441.0,560.0,609.0,609.0,49.0,245280,275737,322966,324135,309988,29967
2020-12-15,462.0,553.0,721.0,770.0,784.0,63.0,245280,275737,322966,324135,309988,29967
2020-12-16,602.0,742.0,910.0,980.0,1001.0,77.0,245280,275737,322966,324135,309988,29967
2020-12-17,742.0,917.0,1141.0,1232.0,1316.0,98.0,245280,275737,322966,324135,309988,29967
2020-12-18,875.0,1078.0,1372.0,1470.0,1596.0,119.0,245280,275737,322966,324135,309988,29967
2020-12-19,980.0,1225.0,1554.0,1666.0,1855.0,133.0,245280,275737,322966,324135,309988,29967
2020-12-20,1134.0,1414.0,1799.0,1988.0,2184.0,175.0,245280,275737,322966,324135,309988,29967
2020-12-21,1372.0,1680.0,2135.0,2373.0,2576.0,217.0,245280,275737,322966,324135,309988,29967
2020-12-22,1533.0,1897.0,2429.0,2702.0,2926.0,252.0,245280,275737,322966,324135,309988,29967
2020-12-23,1764.0,2184.0,2772.0,3115.0,3353.0,294.0,245280,275737,322966,324135,309988,29967
2020-12-24,1862.0,2289.0,2947.0,3325.0,3584.0,308.0,245280,275737,322966,324135,309988,29967
2020-12-25,1862.0,2289.0,2947.0,3325.0,3584.0,308.0,245280,275737,322966,324135,309988,29967
2020-12-26,1869.0,2289.0,2954.0,3332.0,3591.0,308.0,245280,275737,322966,324135,309988,29967
2020-12-27,1904.0,2338.0,2996.0,3388.0,3661.0,315.0,245280,275737,322966,324135,309988,29967
2020-12-28,1946.0,2387.0,3073.0,3472.0,3752.0,329.0,245280,275737,322966,324135,309988,29967
2020-12-29,2107.0,2583.0,3311.0,3724.0,3955.0,357.0,245280,275737,322966,324135,309988,29967
2020-12-30,2499.0,3073.0,3892.0,4312.0,4536.0,406.0,245280,275737,322966,324135,309988,29967
2020-12-31,2891.0,3528.0,4410.0,4935.0,5124.0,448.0,245280,275737,322966,324135,309988,29967
2021-01-01,2975.0,3647.0,4550.0,5054.0,5264.0,469.0,245280,275737,322966,324135,309988,29967
2021-01-02,3094.0,3773.0,4711.0,5208.0,5432.0,476.0,245280,275737,322966,324135,309988,29967
2021-01-03,3164.0,3885.0,4823.0,5341.0,5572.0,483.0,245280,275737,322966,324135,309988,29967
2021-01-04,3311.0,4053.0,5047.0,5607.0,5866.0,504.0,245280,275737,322966,324135,309988,29967
2021-01-05,3577.0,4452.0,5509.0,6146.0,6391.0,553.0,245280,275737,322966,324135,309988,29967
2021-01-06,3948.0,4970.0,6188.0,6895.0,7063.0,602.0,245280,275737,322966,324135,309988,29967
2021-01-07,4585.0,5845.0,7210.0,7931.0,8113.0,686.0,245280,275737,322966,324135,309988,29967
2021-01-08,5229.0,6762.0,8316.0,9016.0,9254.0,784.0,245280,275737,322966,324135,309988,29967
2021-01-09,5831.0,7532.0,9289.0,9996.0,10339.0,861.0,245280,275737,322966,324135,309988,29967
2021-01-10,6167.0,7966.0,9807.0,10605.0,10955.0,931.0,245280,275737,322966,324135,309988,29967
2021-01-11,6671.0,8617.0,10598.0,11480.0,11879.0,1022.0,245280,275737,322966,324135,309988,29967
2021-01-12,7378.0,9520.0,11662.0,12523.0,12908.0,1127.0,245280,275737,322966,324135,309988,29967
2021-01-13,8232.0,10479.0,12768.0,13692.0,14056.0,1253.0,245280,275737,322966,324135,309988,29967
2021-01-14,9058.0,11487.0,14084.0,15022.0,15358.0,1372.0,245280,275737,322966,324135,309988,29967
2021-01-15,9933.0,12670.0,15596.0,16450.0,16800.0,1505.0,245280,275737,322966,324135,309988,29967
2021-01-16,10731.0,13643.0,16884.0,17738.0,18053.0,1631.0,245280,275737,322966,324135,309988,29967
2021-01-17,11249.0,14273.0,17752.0,18641.0,18907.0,1694.0,245280,275737,322966,324135,309988,29967
2021-01-18,11900.0,15022.0,18683.0,19572.0,19922.0,1785.0,245280,275737,322966,324135,309988,29967
2021-01-19,12586.0,15869.0,19796.0,20727.0,21077.0,1883.0,245280,275737,322966,324135,309988,29967
2021-01-20,13412.0,16835.0,21063.0,22015.0,22246.0,1995.0,245280,275737,322966,324135,309988,29967
2021-01-21,14336.0,17815.0,22288.0,23310.0,23478.0,2114.0,245280,275737,322966,324135,309988,29967
2021-01-22,15358.0,19005.0,23695.0,24766.0,24857.0,2226.0,245280,275737,322966,324135,309988,29967
2021-01-23,16093.0,19943.0,24927.0,25928.0,26012.0,2324.0,245280,275737,322966,324135,309988,29967
2021-01-24,16562.0,20552.0,25634.0,26698.0,26642.0,2366.0,245280,275737,322966,324135,309988,29967
2021-01-25,17087.0,21252.0,26481.0,27566.0,27482.0,2443.0,245280,275737,322966,324135,309988,29967
2021-01-26,17773.0,22099.0,27405.0,28441.0,28343.0,2527.0,245280,275737,322966,324135,309988,29967
2021-01-27,18396.0,22918.0,28301.0,29309.0,29141.0,2604.0,245280,275737,322966,324135,309988,29967
2021-01-28,19040.0,23730.0,29204.0,30247.0,29995.0,2681.0,245280,275737,322966,324135,309988,29967
2021-01-29,19754.0,24584.0,30219.0,31339.0,31059.0,2793.0,245280,275737,322966,324135,309988,29967
2021-01-30,20356.0,25319.0,31066.0,32186.0,31878.0,2870.0,245280,275737,322966,324135,309988,29967
2021-01-31,20769.0,25823.0,31675.0,32774.0,32494.0,2940.0,245280,275737,322966,324135,309988,29967
2021-02-01,21196.0,26313.0,32235.0,33348.0,33047.0,2989.0,245280,275737,322966,324135,309988,29967
2021-02-02,21630.0,26880.0,32886.0,34034.0,33677.0,3045.0,245280,275737,322966,324135,309988,29967
2021-02-03,22162.0,27503.0,33621.0,34755.0,34356.0,3122.0,245280,275737,322966,324135,309988,29967
2021-02-04,22764.0,28189.0,34405.0,35532.0,35077.0,3220.0,245280,275737,322966,324135,309988,29967
2021-02-05,23352.0,28931.0,35189.0,36365.0,35756.0,3297.0,245280,275737,322966,324135,309988,29967
2021-02-06,23891.0,29610.0,35966.0,37135.0,36477.0,3374.0,245280,275737,322966,324135,309988,29967
2021-02-07,24220.0,30002.0,36442.0,37611.0,36904.0,3416.0,245280,275737,322966,324135,309988,29967
2021-02-08,24584.0,30394.0,36869.0,38031.0,37289.0,3458.0,245280,275737,322966,324135,309988,29967
2021-02-09,25046.0,30912.0,37436.0,38633.0,37842.0,3521.0,245280,275737,322966,324135,309988,29967
2021-02-10,25683.0,31584.0,38199.0,39319.0,38500.0,3598.0,245280,275737,322966,324135,309988,29967
2021-02-11,26565.0,32550.0,39235.0,40285.0,39354.0,3724.0,245280,275737,322966,324135,309988,29967
2021-02-12,27573.0,33733.0,40614.0,41706.0,40635.0,3836.0,245280,275737,322966,324135,309988,29967
