covid_vacc_date,Black,Mixed,Other,South Asian,Unknown,White,Black_total,Mixed_total,Other_total,South Asian_total,Unknown_total,White_total
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,30870,12229,22029,59794,170968,1212176
2020-12-06,0.0,0.0,0.0,0.0,0.0,0.0,30870,12229,22029,59794,170968,1212176
2020-12-08,0.0,0.0,0.0,14.0,28.0,210.0,30870,12229,22029,59794,170968,1212176
2020-12-09,7.0,14.0,0.0,28.0,63.0,588.0,30870,12229,22029,59794,170968,1212176
2020-12-10,14.0,14.0,7.0,56.0,98.0,896.0,30870,12229,22029,59794,170968,1212176
2020-12-11,14.0,14.0,14.0,77.0,133.0,1225.0,30870,12229,22029,59794,170968,1212176
2020-12-12,28.0,21.0,21.0,98.0,175.0,1561.0,30870,12229,22029,59794,170968,1212176
2020-12-13,35.0,21.0,28.0,119.0,203.0,1799.0,30870,12229,22029,59794,170968,1212176
2020-12-14,35.0,21.0,35.0,154.0,238.0,2149.0,30870,12229,22029,59794,170968,1212176
2020-12-15,49.0,28.0,42.0,203.0,308.0,2716.0,30870,12229,22029,59794,170968,1212176
2020-12-16,63.0,42.0,49.0,252.0,392.0,3514.0,30870,12229,22029,59794,170968,1212176
2020-12-17,84.0,49.0,77.0,322.0,490.0,4438.0,30870,12229,22029,59794,170968,1212176
2020-12-18,91.0,56.0,84.0,399.0,581.0,5299.0,30870,12229,22029,59794,170968,1212176
2020-12-19,98.0,63.0,91.0,462.0,658.0,6034.0,30870,12229,22029,59794,170968,1212176
2020-12-20,112.0,77.0,112.0,560.0,770.0,7049.0,30870,12229,22029,59794,170968,1212176
2020-12-21,133.0,84.0,133.0,637.0,903.0,8463.0,30870,12229,22029,59794,170968,1212176
2020-12-22,154.0,98.0,147.0,735.0,1029.0,9576.0,30870,12229,22029,59794,170968,1212176
2020-12-23,189.0,119.0,168.0,833.0,1204.0,10976.0,30870,12229,22029,59794,170968,1212176
2020-12-24,196.0,126.0,189.0,889.0,1295.0,11620.0,30870,12229,22029,59794,170968,1212176
2020-12-25,196.0,126.0,189.0,889.0,1295.0,11627.0,30870,12229,22029,59794,170968,1212176
2020-12-26,196.0,126.0,189.0,889.0,1295.0,11648.0,30870,12229,22029,59794,170968,1212176
2020-12-27,196.0,133.0,189.0,903.0,1316.0,11865.0,30870,12229,22029,59794,170968,1212176
2020-12-28,203.0,133.0,196.0,924.0,1344.0,12159.0,30870,12229,22029,59794,170968,1212176
2020-12-29,217.0,140.0,210.0,980.0,1428.0,13062.0,30870,12229,22029,59794,170968,1212176
2020-12-30,266.0,161.0,245.0,1134.0,1680.0,15218.0,30870,12229,22029,59794,170968,1212176
2020-12-31,308.0,175.0,287.0,1288.0,1897.0,17381.0,30870,12229,22029,59794,170968,1212176
2021-01-01,322.0,182.0,294.0,1309.0,1953.0,17892.0,30870,12229,22029,59794,170968,1212176
2021-01-02,329.0,189.0,308.0,1344.0,2002.0,18522.0,30870,12229,22029,59794,170968,1212176
2021-01-03,336.0,196.0,308.0,1379.0,2051.0,18998.0,30870,12229,22029,59794,170968,1212176
2021-01-04,364.0,203.0,329.0,1435.0,2142.0,19915.0,30870,12229,22029,59794,170968,1212176
2021-01-05,406.0,217.0,350.0,1540.0,2317.0,21798.0,30870,12229,22029,59794,170968,1212176
2021-01-06,455.0,245.0,385.0,1666.0,2576.0,24339.0,30870,12229,22029,59794,170968,1212176
2021-01-07,532.0,273.0,441.0,1862.0,2968.0,28294.0,30870,12229,22029,59794,170968,1212176
2021-01-08,616.0,308.0,504.0,2093.0,3381.0,32459.0,30870,12229,22029,59794,170968,1212176
2021-01-09,672.0,343.0,546.0,2247.0,3794.0,36239.0,30870,12229,22029,59794,170968,1212176
2021-01-10,707.0,357.0,574.0,2359.0,4011.0,38430.0,30870,12229,22029,59794,170968,1212176
2021-01-11,770.0,392.0,616.0,2478.0,4326.0,41685.0,30870,12229,22029,59794,170968,1212176
2021-01-12,847.0,427.0,665.0,2625.0,4725.0,45836.0,30870,12229,22029,59794,170968,1212176
2021-01-13,945.0,469.0,721.0,2807.0,5201.0,50337.0,30870,12229,22029,59794,170968,1212176
2021-01-14,1050.0,504.0,770.0,3017.0,5705.0,55342.0,30870,12229,22029,59794,170968,1212176
2021-01-15,1169.0,546.0,833.0,3220.0,6251.0,60942.0,30870,12229,22029,59794,170968,1212176
2021-01-16,1260.0,581.0,882.0,3437.0,6804.0,65709.0,30870,12229,22029,59794,170968,1212176
2021-01-17,1337.0,609.0,917.0,3549.0,7147.0,68957.0,30870,12229,22029,59794,170968,1212176
2021-01-18,1428.0,644.0,959.0,3696.0,7546.0,72618.0,30870,12229,22029,59794,170968,1212176
2021-01-19,1540.0,686.0,1015.0,3864.0,7987.0,76839.0,30870,12229,22029,59794,170968,1212176
2021-01-20,1652.0,735.0,1064.0,4095.0,8414.0,81613.0,30870,12229,22029,59794,170968,1212176
2021-01-21,1785.0,784.0,1113.0,4270.0,8876.0,86520.0,30870,12229,22029,59794,170968,1212176
2021-01-22,1925.0,833.0,1183.0,4487.0,9387.0,92078.0,30870,12229,22029,59794,170968,1212176
2021-01-23,2023.0,889.0,1232.0,4662.0,9807.0,96621.0,30870,12229,22029,59794,170968,1212176
2021-01-24,2093.0,910.0,1267.0,4753.0,10073.0,99358.0,30870,12229,22029,59794,170968,1212176
2021-01-25,2177.0,945.0,1302.0,4879.0,10388.0,102613.0,30870,12229,22029,59794,170968,1212176
2021-01-26,2275.0,980.0,1351.0,5047.0,10759.0,106190.0,30870,12229,22029,59794,170968,1212176
2021-01-27,2401.0,1022.0,1393.0,5201.0,11088.0,109571.0,30870,12229,22029,59794,170968,1212176
2021-01-28,2527.0,1064.0,1435.0,5341.0,11438.0,113099.0,30870,12229,22029,59794,170968,1212176
2021-01-29,2646.0,1106.0,1484.0,5537.0,11837.0,117131.0,30870,12229,22029,59794,170968,1212176
2021-01-30,2716.0,1141.0,1533.0,5698.0,12138.0,120456.0,30870,12229,22029,59794,170968,1212176
2021-01-31,2765.0,1169.0,1540.0,5852.0,12383.0,122759.0,30870,12229,22029,59794,170968,1212176
2021-02-01,2828.0,1197.0,1561.0,5971.0,12572.0,125006.0,30870,12229,22029,59794,170968,1212176
2021-02-02,2912.0,1225.0,1596.0,6125.0,12803.0,127477.0,30870,12229,22029,59794,170968,1212176
2021-02-03,2996.0,1267.0,1645.0,6328.0,13020.0,130277.0,30870,12229,22029,59794,170968,1212176
2021-02-04,3108.0,1302.0,1673.0,6538.0,13293.0,133266.0,30870,12229,22029,59794,170968,1212176
2021-02-05,3213.0,1337.0,1722.0,6748.0,13580.0,136297.0,30870,12229,22029,59794,170968,1212176
2021-02-06,3290.0,1372.0,1764.0,6937.0,13853.0,139230.0,30870,12229,22029,59794,170968,1212176
2021-02-07,3332.0,1393.0,1785.0,7070.0,14021.0,140994.0,30870,12229,22029,59794,170968,1212176
2021-02-08,3395.0,1407.0,1799.0,7189.0,14168.0,142660.0,30870,12229,22029,59794,170968,1212176
2021-02-09,3465.0,1428.0,1827.0,7350.0,14378.0,144928.0,30870,12229,22029,59794,170968,1212176
2021-02-10,3591.0,1456.0,1876.0,7665.0,14616.0,147679.0,30870,12229,22029,59794,170968,1212176
2021-02-11,3738.0,1526.0,1953.0,8064.0,14959.0,151459.0,30870,12229,22029,59794,170968,1212176
2021-02-12,3906.0,1596.0,2058.0,8512.0,15330.0,156702.0,30870,12229,22029,59794,170968,1212176
