covid_vacc_date,Black,Mixed,Other,South Asian,Unknown,White,Black_total,Mixed_total,Other_total,South Asian_total,Unknown_total,White_total
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,14686,6433,15344,54936,144655,1828883
2020-12-07,0.0,0.0,0.0,0.0,0.0,0.0,14686,6433,15344,54936,144655,1828883
2020-12-08,0.0,0.0,0.0,0.0,0.0,28.0,14686,6433,15344,54936,144655,1828883
2020-12-09,0.0,0.0,0.0,0.0,7.0,84.0,14686,6433,15344,54936,144655,1828883
2020-12-10,0.0,0.0,0.0,7.0,14.0,147.0,14686,6433,15344,54936,144655,1828883
2020-12-11,0.0,0.0,0.0,7.0,14.0,203.0,14686,6433,15344,54936,144655,1828883
2020-12-12,0.0,0.0,0.0,14.0,14.0,252.0,14686,6433,15344,54936,144655,1828883
2020-12-13,0.0,0.0,0.0,14.0,21.0,287.0,14686,6433,15344,54936,144655,1828883
2020-12-14,0.0,0.0,0.0,21.0,28.0,350.0,14686,6433,15344,54936,144655,1828883
2020-12-15,7.0,0.0,7.0,28.0,35.0,532.0,14686,6433,15344,54936,144655,1828883
2020-12-16,7.0,0.0,7.0,42.0,56.0,763.0,14686,6433,15344,54936,144655,1828883
2020-12-17,14.0,0.0,21.0,84.0,84.0,1295.0,14686,6433,15344,54936,144655,1828883
2020-12-18,21.0,7.0,21.0,175.0,112.0,1729.0,14686,6433,15344,54936,144655,1828883
2020-12-19,28.0,14.0,21.0,238.0,147.0,2289.0,14686,6433,15344,54936,144655,1828883
2020-12-20,35.0,14.0,28.0,294.0,182.0,2758.0,14686,6433,15344,54936,144655,1828883
2020-12-21,35.0,14.0,35.0,357.0,210.0,3311.0,14686,6433,15344,54936,144655,1828883
2020-12-22,49.0,21.0,42.0,455.0,238.0,3780.0,14686,6433,15344,54936,144655,1828883
2020-12-23,56.0,28.0,56.0,553.0,266.0,4347.0,14686,6433,15344,54936,144655,1828883
2020-12-24,56.0,28.0,56.0,595.0,280.0,4620.0,14686,6433,15344,54936,144655,1828883
2020-12-25,56.0,28.0,56.0,595.0,280.0,4620.0,14686,6433,15344,54936,144655,1828883
2020-12-26,56.0,28.0,56.0,595.0,280.0,4627.0,14686,6433,15344,54936,144655,1828883
2020-12-27,56.0,28.0,56.0,595.0,280.0,4648.0,14686,6433,15344,54936,144655,1828883
2020-12-28,56.0,28.0,56.0,602.0,287.0,4739.0,14686,6433,15344,54936,144655,1828883
2020-12-29,63.0,28.0,56.0,658.0,301.0,5096.0,14686,6433,15344,54936,144655,1828883
2020-12-30,70.0,35.0,63.0,749.0,385.0,7000.0,14686,6433,15344,54936,144655,1828883
2020-12-31,77.0,42.0,77.0,847.0,476.0,8981.0,14686,6433,15344,54936,144655,1828883
2021-01-01,77.0,42.0,84.0,861.0,504.0,9513.0,14686,6433,15344,54936,144655,1828883
2021-01-02,77.0,42.0,84.0,875.0,532.0,10206.0,14686,6433,15344,54936,144655,1828883
