covid_vacc_date,Black,Mixed,Other,South Asian,Unknown,White,Black_total,Mixed_total,Other_total,South Asian_total,Unknown_total,White_total
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,11067,3262,6769,28455,62776,1009365
2020-12-08,0.0,0.0,0.0,0.0,14.0,525.0,11067,3262,6769,28455,62776,1009365
2020-12-09,0.0,0.0,21.0,21.0,63.0,1883.0,11067,3262,6769,28455,62776,1009365
2020-12-10,7.0,7.0,35.0,49.0,126.0,3689.0,11067,3262,6769,28455,62776,1009365
2020-12-11,14.0,14.0,42.0,70.0,168.0,5418.0,11067,3262,6769,28455,62776,1009365
2020-12-12,21.0,14.0,49.0,84.0,210.0,6636.0,11067,3262,6769,28455,62776,1009365
2020-12-13,21.0,14.0,63.0,105.0,245.0,7735.0,11067,3262,6769,28455,62776,1009365
2020-12-14,28.0,14.0,70.0,140.0,301.0,9548.0,11067,3262,6769,28455,62776,1009365
2020-12-15,126.0,56.0,154.0,497.0,1337.0,29127.0,11067,3262,6769,28455,62776,1009365
2020-12-16,308.0,119.0,287.0,1127.0,3073.0,61383.0,11067,3262,6769,28455,62776,1009365
2020-12-17,476.0,175.0,420.0,1708.0,4564.0,90321.0,11067,3262,6769,28455,62776,1009365
2020-12-18,588.0,217.0,511.0,2156.0,5418.0,109032.0,11067,3262,6769,28455,62776,1009365
2020-12-19,749.0,287.0,637.0,2940.0,6377.0,131747.0,11067,3262,6769,28455,62776,1009365
2020-12-20,854.0,329.0,735.0,3381.0,7385.0,151858.0,11067,3262,6769,28455,62776,1009365
2020-12-21,924.0,357.0,805.0,3675.0,7910.0,163870.0,11067,3262,6769,28455,62776,1009365
2020-12-22,1022.0,413.0,875.0,4011.0,8869.0,186571.0,11067,3262,6769,28455,62776,1009365
2020-12-23,1064.0,434.0,966.0,4193.0,9590.0,202741.0,11067,3262,6769,28455,62776,1009365
2020-12-24,1078.0,448.0,980.0,4319.0,9744.0,206248.0,11067,3262,6769,28455,62776,1009365
2020-12-25,1078.0,448.0,980.0,4319.0,9744.0,206255.0,11067,3262,6769,28455,62776,1009365
2020-12-26,1078.0,448.0,980.0,4319.0,9744.0,206255.0,11067,3262,6769,28455,62776,1009365
2020-12-27,1078.0,448.0,980.0,4326.0,9751.0,206430.0,11067,3262,6769,28455,62776,1009365
2020-12-28,1085.0,448.0,987.0,4333.0,9765.0,206871.0,11067,3262,6769,28455,62776,1009365
2020-12-29,1127.0,469.0,1022.0,4487.0,10045.0,214319.0,11067,3262,6769,28455,62776,1009365
2020-12-30,1225.0,504.0,1092.0,4823.0,10857.0,232806.0,11067,3262,6769,28455,62776,1009365
2020-12-31,1281.0,532.0,1155.0,5089.0,11592.0,245917.0,11067,3262,6769,28455,62776,1009365
2021-01-01,1281.0,532.0,1162.0,5096.0,11781.0,248332.0,11067,3262,6769,28455,62776,1009365
2021-01-02,1288.0,539.0,1169.0,5145.0,11886.0,250530.0,11067,3262,6769,28455,62776,1009365
2021-01-03,1295.0,539.0,1176.0,5152.0,11970.0,251951.0,11067,3262,6769,28455,62776,1009365
2021-01-04,1302.0,539.0,1176.0,5173.0,12026.0,253267.0,11067,3262,6769,28455,62776,1009365
2021-01-05,1316.0,546.0,1183.0,5229.0,12187.0,256130.0,11067,3262,6769,28455,62776,1009365
2021-01-06,1344.0,567.0,1225.0,5404.0,12558.0,263116.0,11067,3262,6769,28455,62776,1009365
2021-01-07,1449.0,623.0,1386.0,5789.0,14196.0,295386.0,11067,3262,6769,28455,62776,1009365
