covid_vacc_date,1 Most deprived,2,3,4,5 Least deprived,Unknown,1 Most deprived_total,2_total,3_total,4_total,5 Least deprived_total,Unknown_total
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,272657,350637,459522,475335,468468,38325
2020-12-07,0.0,0.0,0.0,0.0,0.0,0.0,272657,350637,459522,475335,468468,38325
2020-12-08,7.0,0.0,0.0,7.0,14.0,0.0,272657,350637,459522,475335,468468,38325
2020-12-09,14.0,21.0,21.0,14.0,28.0,0.0,272657,350637,459522,475335,468468,38325
2020-12-10,28.0,28.0,35.0,35.0,42.0,0.0,272657,350637,459522,475335,468468,38325
2020-12-11,28.0,42.0,49.0,56.0,63.0,0.0,272657,350637,459522,475335,468468,38325
2020-12-12,42.0,49.0,63.0,70.0,70.0,0.0,272657,350637,459522,475335,468468,38325
2020-12-13,42.0,56.0,70.0,84.0,77.0,0.0,272657,350637,459522,475335,468468,38325
2020-12-14,49.0,63.0,84.0,105.0,98.0,0.0,272657,350637,459522,475335,468468,38325
2020-12-15,91.0,105.0,133.0,140.0,140.0,7.0,272657,350637,459522,475335,468468,38325
2020-12-16,133.0,140.0,182.0,217.0,196.0,14.0,272657,350637,459522,475335,468468,38325
2020-12-17,245.0,245.0,336.0,336.0,315.0,21.0,272657,350637,459522,475335,468468,38325
2020-12-18,364.0,350.0,476.0,462.0,399.0,28.0,272657,350637,459522,475335,468468,38325
2020-12-19,546.0,469.0,616.0,574.0,504.0,35.0,272657,350637,459522,475335,468468,38325
2020-12-20,637.0,553.0,728.0,735.0,616.0,42.0,272657,350637,459522,475335,468468,38325
2020-12-21,784.0,644.0,868.0,868.0,749.0,49.0,272657,350637,459522,475335,468468,38325
2020-12-22,924.0,784.0,973.0,994.0,854.0,56.0,272657,350637,459522,475335,468468,38325
2020-12-23,1057.0,931.0,1162.0,1113.0,966.0,70.0,272657,350637,459522,475335,468468,38325
2020-12-24,1134.0,987.0,1246.0,1169.0,1022.0,77.0,272657,350637,459522,475335,468468,38325
2020-12-25,1134.0,987.0,1246.0,1169.0,1022.0,77.0,272657,350637,459522,475335,468468,38325
2020-12-26,1141.0,987.0,1246.0,1176.0,1022.0,77.0,272657,350637,459522,475335,468468,38325
2020-12-27,1141.0,994.0,1253.0,1176.0,1036.0,77.0,272657,350637,459522,475335,468468,38325
2020-12-28,1148.0,1015.0,1267.0,1204.0,1057.0,77.0,272657,350637,459522,475335,468468,38325
2020-12-29,1253.0,1099.0,1330.0,1295.0,1141.0,84.0,272657,350637,459522,475335,468468,38325
2020-12-30,1603.0,1484.0,1715.0,1869.0,1533.0,98.0,272657,350637,459522,475335,468468,38325
2020-12-31,1876.0,1743.0,2191.0,2499.0,2044.0,154.0,272657,350637,459522,475335,468468,38325
2021-01-01,1911.0,1841.0,2310.0,2730.0,2121.0,161.0,272657,350637,459522,475335,468468,38325
2021-01-02,1981.0,1939.0,2401.0,3017.0,2317.0,175.0,272657,350637,459522,475335,468468,38325
2021-01-03,1995.0,1967.0,2429.0,3066.0,2345.0,175.0,272657,350637,459522,475335,468468,38325
2021-01-04,2016.0,2023.0,2464.0,3108.0,2401.0,175.0,272657,350637,459522,475335,468468,38325
2021-01-05,2086.0,2107.0,2555.0,3199.0,2506.0,189.0,272657,350637,459522,475335,468468,38325
2021-01-06,2639.0,2436.0,3094.0,3920.0,2968.0,259.0,272657,350637,459522,475335,468468,38325
2021-01-07,4158.0,4228.0,5103.0,6405.0,4599.0,441.0,272657,350637,459522,475335,468468,38325
2021-01-08,6482.0,6706.0,7749.0,9324.0,6797.0,665.0,272657,350637,459522,475335,468468,38325
2021-01-09,8330.0,8393.0,9723.0,11935.0,9114.0,875.0,272657,350637,459522,475335,468468,38325
2021-01-10,9135.0,9142.0,10584.0,13055.0,9975.0,1050.0,272657,350637,459522,475335,468468,38325
2021-01-11,9772.0,9667.0,11291.0,13727.0,10955.0,1106.0,272657,350637,459522,475335,468468,38325
2021-01-12,10920.0,11249.0,12663.0,15393.0,12495.0,1183.0,272657,350637,459522,475335,468468,38325
2021-01-13,13335.0,14210.0,16009.0,19166.0,15911.0,1617.0,272657,350637,459522,475335,468468,38325
2021-01-14,16058.0,17850.0,20076.0,23555.0,19551.0,1890.0,272657,350637,459522,475335,468468,38325
2021-01-15,18865.0,21637.0,25137.0,28959.0,24388.0,2324.0,272657,350637,459522,475335,468468,38325
2021-01-16,21021.0,24514.0,29043.0,32921.0,29295.0,2821.0,272657,350637,459522,475335,468468,38325
2021-01-17,21833.0,25718.0,30653.0,34888.0,31213.0,2982.0,272657,350637,459522,475335,468468,38325
2021-01-18,22911.0,27034.0,32340.0,36946.0,33110.0,3178.0,272657,350637,459522,475335,468468,38325
2021-01-19,27517.0,33047.0,39606.0,45752.0,40621.0,3892.0,272657,350637,459522,475335,468468,38325
2021-01-20,33810.0,41062.0,49371.0,56119.0,51653.0,4613.0,272657,350637,459522,475335,468468,38325
2021-01-21,41167.0,50260.0,60634.0,68306.0,63644.0,5586.0,272657,350637,459522,475335,468468,38325
2021-01-22,52136.0,64967.0,78645.0,87682.0,83272.0,6888.0,272657,350637,459522,475335,468468,38325
2021-01-23,64792.0,81522.0,101948.0,112616.0,109795.0,8652.0,272657,350637,459522,475335,468468,38325
