covid_vacc_date,1 Most deprived,2,3,4,5 Least deprived,Unknown,1 Most deprived_total,2_total,3_total,4_total,5 Least deprived_total,Unknown_total
2021-08-11,0.0,0.0,0.0,0.0,0.0,0.0,484596,392560,380037,350637,329077,85253
2021-08-12,0.0,0.0,0.0,0.0,0.0,0.0,484596,392560,380037,350637,329077,85253
2021-08-18,0.0,0.0,0.0,0.0,0.0,0.0,484596,392560,380037,350637,329077,85253
2021-08-21,0.0,0.0,0.0,0.0,0.0,0.0,484596,392560,380037,350637,329077,85253
2021-08-26,0.0,0.0,0.0,0.0,0.0,0.0,484596,392560,380037,350637,329077,85253
2021-09-18,0.0,0.0,0.0,0.0,0.0,0.0,484596,392560,380037,350637,329077,85253
2021-09-19,0.0,0.0,0.0,0.0,0.0,0.0,484596,392560,380037,350637,329077,85253
2021-09-23,0.0,0.0,0.0,0.0,0.0,0.0,484596,392560,380037,350637,329077,85253
2021-10-04,0.0,0.0,0.0,0.0,0.0,0.0,484596,392560,380037,350637,329077,85253
2021-10-11,0.0,0.0,0.0,0.0,0.0,0.0,484596,392560,380037,350637,329077,85253
2021-10-13,0.0,0.0,0.0,0.0,0.0,0.0,484596,392560,380037,350637,329077,85253
2021-10-15,0.0,0.0,0.0,0.0,0.0,0.0,484596,392560,380037,350637,329077,85253
2021-10-20,0.0,0.0,0.0,0.0,0.0,0.0,484596,392560,380037,350637,329077,85253
2021-11-01,0.0,0.0,0.0,7.0,0.0,0.0,484596,392560,380037,350637,329077,85253
2021-11-02,0.0,0.0,0.0,7.0,0.0,0.0,484596,392560,380037,350637,329077,85253
2021-11-04,0.0,0.0,0.0,7.0,0.0,0.0,484596,392560,380037,350637,329077,85253
2021-11-05,0.0,0.0,0.0,7.0,0.0,0.0,484596,392560,380037,350637,329077,85253
2021-11-06,0.0,0.0,0.0,14.0,0.0,0.0,484596,392560,380037,350637,329077,85253
2021-11-08,0.0,0.0,0.0,14.0,0.0,0.0,484596,392560,380037,350637,329077,85253
2021-11-09,0.0,0.0,7.0,14.0,7.0,0.0,484596,392560,380037,350637,329077,85253
2021-11-10,0.0,7.0,7.0,14.0,7.0,0.0,484596,392560,380037,350637,329077,85253
2021-11-11,0.0,7.0,7.0,14.0,7.0,0.0,484596,392560,380037,350637,329077,85253
2021-11-12,0.0,7.0,7.0,14.0,14.0,0.0,484596,392560,380037,350637,329077,85253
2021-11-13,0.0,7.0,14.0,14.0,14.0,0.0,484596,392560,380037,350637,329077,85253
2021-11-16,0.0,7.0,14.0,14.0,14.0,0.0,484596,392560,380037,350637,329077,85253
2021-11-17,0.0,7.0,14.0,14.0,14.0,0.0,484596,392560,380037,350637,329077,85253
2021-11-18,0.0,7.0,14.0,14.0,14.0,0.0,484596,392560,380037,350637,329077,85253
2021-11-19,0.0,7.0,14.0,14.0,14.0,0.0,484596,392560,380037,350637,329077,85253
2021-11-21,0.0,7.0,14.0,14.0,14.0,7.0,484596,392560,380037,350637,329077,85253
2021-11-23,0.0,7.0,14.0,14.0,21.0,7.0,484596,392560,380037,350637,329077,85253
2021-11-24,0.0,7.0,14.0,21.0,21.0,7.0,484596,392560,380037,350637,329077,85253
2021-11-25,0.0,7.0,14.0,21.0,21.0,7.0,484596,392560,380037,350637,329077,85253
2021-11-26,0.0,7.0,14.0,21.0,28.0,7.0,484596,392560,380037,350637,329077,85253
2021-11-29,0.0,7.0,14.0,21.0,28.0,7.0,484596,392560,380037,350637,329077,85253
2021-11-30,0.0,7.0,14.0,21.0,28.0,7.0,484596,392560,380037,350637,329077,85253
2021-12-01,0.0,14.0,21.0,21.0,28.0,7.0,484596,392560,380037,350637,329077,85253
2021-12-04,0.0,14.0,21.0,21.0,28.0,7.0,484596,392560,380037,350637,329077,85253
2021-12-05,0.0,14.0,21.0,21.0,28.0,7.0,484596,392560,380037,350637,329077,85253
2021-12-06,0.0,14.0,21.0,21.0,28.0,7.0,484596,392560,380037,350637,329077,85253
2021-12-07,0.0,14.0,21.0,28.0,28.0,7.0,484596,392560,380037,350637,329077,85253
