covid_vacc_date,1 Most deprived,2,3,4,5 Least deprived,Unknown,1 Most deprived_total,2_total,3_total,4_total,5 Least deprived_total,Unknown_total
2020-12-08,28.0,28.0,28.0,42.0,28.0,0.0,198170,231259,276976,278523,265034,25956
2020-12-09,84.0,98.0,112.0,98.0,126.0,14.0,198170,231259,276976,278523,265034,25956
2020-12-10,133.0,154.0,182.0,168.0,217.0,21.0,198170,231259,276976,278523,265034,25956
2020-12-11,182.0,210.0,245.0,252.0,301.0,28.0,198170,231259,276976,278523,265034,25956
2020-12-12,210.0,252.0,301.0,322.0,357.0,35.0,198170,231259,276976,278523,265034,25956
2020-12-13,238.0,301.0,350.0,371.0,420.0,35.0,198170,231259,276976,278523,265034,25956
2020-12-14,266.0,357.0,413.0,448.0,490.0,42.0,198170,231259,276976,278523,265034,25956
2020-12-15,336.0,441.0,518.0,567.0,581.0,49.0,198170,231259,276976,278523,265034,25956
2020-12-16,448.0,567.0,644.0,707.0,693.0,63.0,198170,231259,276976,278523,265034,25956
2020-12-17,567.0,707.0,819.0,903.0,889.0,84.0,198170,231259,276976,278523,265034,25956
2020-12-18,651.0,847.0,980.0,1092.0,1078.0,91.0,198170,231259,276976,278523,265034,25956
2020-12-19,749.0,973.0,1113.0,1267.0,1253.0,112.0,198170,231259,276976,278523,265034,25956
2020-12-20,861.0,1134.0,1316.0,1470.0,1470.0,133.0,198170,231259,276976,278523,265034,25956
2020-12-21,1022.0,1316.0,1554.0,1722.0,1743.0,161.0,198170,231259,276976,278523,265034,25956
2020-12-22,1162.0,1470.0,1743.0,1939.0,1995.0,182.0,198170,231259,276976,278523,265034,25956
2020-12-23,1351.0,1680.0,2030.0,2233.0,2289.0,203.0,198170,231259,276976,278523,265034,25956
2020-12-24,1435.0,1771.0,2163.0,2380.0,2464.0,217.0,198170,231259,276976,278523,265034,25956
2020-12-25,1435.0,1771.0,2163.0,2380.0,2464.0,217.0,198170,231259,276976,278523,265034,25956
2020-12-26,1435.0,1778.0,2170.0,2380.0,2464.0,217.0,198170,231259,276976,278523,265034,25956
2020-12-27,1463.0,1799.0,2198.0,2436.0,2506.0,224.0,198170,231259,276976,278523,265034,25956
2020-12-28,1498.0,1862.0,2275.0,2506.0,2583.0,231.0,198170,231259,276976,278523,265034,25956
2020-12-29,1617.0,1988.0,2429.0,2702.0,2744.0,252.0,198170,231259,276976,278523,265034,25956
2020-12-30,1918.0,2352.0,2856.0,3129.0,3171.0,280.0,198170,231259,276976,278523,265034,25956
2020-12-31,2198.0,2632.0,3255.0,3577.0,3556.0,322.0,198170,231259,276976,278523,265034,25956
2021-01-01,2268.0,2723.0,3353.0,3696.0,3647.0,336.0,198170,231259,276976,278523,265034,25956
2021-01-02,2338.0,2814.0,3451.0,3787.0,3787.0,343.0,198170,231259,276976,278523,265034,25956
2021-01-03,2387.0,2877.0,3535.0,3885.0,3899.0,357.0,198170,231259,276976,278523,265034,25956
2021-01-04,2513.0,3017.0,3703.0,4053.0,4067.0,385.0,198170,231259,276976,278523,265034,25956
2021-01-05,2723.0,3297.0,4039.0,4382.0,4403.0,413.0,198170,231259,276976,278523,265034,25956
2021-01-06,3052.0,3696.0,4564.0,4879.0,4900.0,455.0,198170,231259,276976,278523,265034,25956
2021-01-07,3612.0,4354.0,5257.0,5635.0,5663.0,525.0,198170,231259,276976,278523,265034,25956
2021-01-08,4144.0,5033.0,6090.0,6426.0,6384.0,588.0,198170,231259,276976,278523,265034,25956
2021-01-09,4585.0,5579.0,6797.0,7091.0,7084.0,651.0,198170,231259,276976,278523,265034,25956
2021-01-10,4823.0,5838.0,7175.0,7476.0,7483.0,679.0,198170,231259,276976,278523,265034,25956
2021-01-11,5187.0,6286.0,7749.0,8022.0,8015.0,742.0,198170,231259,276976,278523,265034,25956
2021-01-12,5614.0,6867.0,8449.0,8680.0,8680.0,819.0,198170,231259,276976,278523,265034,25956
2021-01-13,6167.0,7518.0,9233.0,9478.0,9450.0,889.0,198170,231259,276976,278523,265034,25956
2021-01-14,6769.0,8281.0,10150.0,10353.0,10367.0,952.0,198170,231259,276976,278523,265034,25956
2021-01-15,7399.0,9170.0,11256.0,11431.0,11333.0,1036.0,198170,231259,276976,278523,265034,25956
2021-01-16,7966.0,9912.0,12103.0,12355.0,12201.0,1120.0,198170,231259,276976,278523,265034,25956
2021-01-17,8323.0,10367.0,12719.0,12971.0,12845.0,1155.0,198170,231259,276976,278523,265034,25956
2021-01-18,8806.0,10899.0,13398.0,13629.0,13524.0,1211.0,198170,231259,276976,278523,265034,25956
2021-01-19,9324.0,11599.0,14210.0,14476.0,14329.0,1302.0,198170,231259,276976,278523,265034,25956
2021-01-20,9940.0,12341.0,15162.0,15358.0,15148.0,1386.0,198170,231259,276976,278523,265034,25956
2021-01-21,10598.0,13090.0,16079.0,16324.0,16023.0,1498.0,198170,231259,276976,278523,265034,25956
2021-01-22,11354.0,14084.0,17220.0,17486.0,17059.0,1596.0,198170,231259,276976,278523,265034,25956
2021-01-23,11914.0,14819.0,18186.0,18480.0,17934.0,1673.0,198170,231259,276976,278523,265034,25956
2021-01-24,12299.0,15330.0,18781.0,19033.0,18508.0,1715.0,198170,231259,276976,278523,265034,25956
2021-01-25,12719.0,15771.0,19397.0,19677.0,19061.0,1778.0,198170,231259,276976,278523,265034,25956
2021-01-26,13181.0,16429.0,20139.0,20384.0,19698.0,1855.0,198170,231259,276976,278523,265034,25956
2021-01-27,13608.0,17052.0,20832.0,21105.0,20356.0,1925.0,198170,231259,276976,278523,265034,25956
2021-01-28,14091.0,17689.0,21588.0,21861.0,21021.0,1988.0,198170,231259,276976,278523,265034,25956
2021-01-29,14679.0,18452.0,22526.0,22778.0,21819.0,2079.0,198170,231259,276976,278523,265034,25956
2021-01-30,15176.0,19005.0,23296.0,23464.0,22456.0,2149.0,198170,231259,276976,278523,265034,25956
2021-01-31,15512.0,19481.0,23842.0,23996.0,22925.0,2198.0,198170,231259,276976,278523,265034,25956
2021-02-01,15848.0,19936.0,24388.0,24458.0,23366.0,2247.0,198170,231259,276976,278523,265034,25956
2021-02-02,16282.0,20482.0,24920.0,25053.0,23947.0,2303.0,198170,231259,276976,278523,265034,25956
2021-02-03,16765.0,21119.0,25641.0,25725.0,24535.0,2359.0,198170,231259,276976,278523,265034,25956
2021-02-04,17360.0,21819.0,26418.0,26495.0,25228.0,2422.0,198170,231259,276976,278523,265034,25956
2021-02-05,17962.0,22512.0,27272.0,27272.0,25844.0,2499.0,198170,231259,276976,278523,265034,25956
2021-02-06,18585.0,23191.0,28070.0,27965.0,26509.0,2590.0,198170,231259,276976,278523,265034,25956
2021-02-07,18956.0,23632.0,28567.0,28406.0,26901.0,2639.0,198170,231259,276976,278523,265034,25956
2021-02-08,19327.0,23996.0,29050.0,28840.0,27244.0,2667.0,198170,231259,276976,278523,265034,25956
2021-02-09,19859.0,24556.0,29701.0,29505.0,27846.0,2737.0,198170,231259,276976,278523,265034,25956
2021-02-10,20713.0,25508.0,30779.0,30576.0,28798.0,2856.0,198170,231259,276976,278523,265034,25956
2021-02-11,21889.0,27006.0,32396.0,32249.0,30275.0,3052.0,198170,231259,276976,278523,265034,25956
2021-02-12,23674.0,29043.0,34860.0,34573.0,32235.0,3269.0,198170,231259,276976,278523,265034,25956
2021-02-13,25452.0,31136.0,37604.0,37345.0,34839.0,3500.0,198170,231259,276976,278523,265034,25956
2021-02-14,26117.0,32144.0,38976.0,38661.0,35973.0,3591.0,198170,231259,276976,278523,265034,25956
2021-02-15,27160.0,33355.0,40250.0,39921.0,37058.0,3738.0,198170,231259,276976,278523,265034,25956
2021-02-16,30359.0,36841.0,44415.0,43960.0,40887.0,4158.0,198170,231259,276976,278523,265034,25956
2021-02-17,35672.0,42700.0,51562.0,50694.0,47383.0,4949.0,198170,231259,276976,278523,265034,25956
2021-02-18,40061.0,48216.0,57967.0,57442.0,52647.0,5551.0,198170,231259,276976,278523,265034,25956
2021-02-19,43610.0,52444.0,63147.0,62216.0,56854.0,5964.0,198170,231259,276976,278523,265034,25956
2021-02-20,46753.0,56343.0,68208.0,67151.0,62293.0,6405.0,198170,231259,276976,278523,265034,25956
2021-02-21,47978.0,57792.0,70105.0,68803.0,63868.0,6566.0,198170,231259,276976,278523,265034,25956
2021-02-22,49469.0,59423.0,72114.0,70700.0,65660.0,6741.0,198170,231259,276976,278523,265034,25956
2021-02-23,52563.0,63315.0,76818.0,75817.0,70098.0,7091.0,198170,231259,276976,278523,265034,25956
